poop_vial_id,field_poop_vial_id,weight_observer,sample_extracted_if_two_samples,date_weighed,mass_extracted_.g.,mass_estimated.,hair_in_feces.,extraction_notes_.contaminants_removed.,other_extraction_notes,extra_fecal_sample.,duplicate_sample.,extracted.,date_of_extraction,extraaction_observer
20.96,20.96,Odessa Fung,,2019-02-05,0.025,,N,,insufficient sample,,,,,
21.02,21.02,Odessa Fung,,2019-01-16,0.046,,N,,insufficient sample,,,,,
21.93,21.93,Erica Walker,,2019-03-26,0.034,,Y,,insufficient sample,,,,,
22.74,22.74,Odessa Fung,,2019-02-12,0.011,,N,,insufficient sample,,,,,
23.51,23.51,Odessa Fung,,2019-02-05,0.019,,N,,insufficient sample,,,,,
24.49,24.49,Odessa Fung,,2019-03-19,0.028,,Y,,insufficient sample,,,,,
24.66,24.66,Erica Walker,,2018-11-27,0.047,,Y,,insufficient sample,,,,,
B1915,,,,2015-11-09,0.027,,N,,Insufficient sample,,,,,
B2571,,,,2015-11-09,0.042,,N,,Insufficient sample,,,,,
B3083,,,,2015-11-20,0.026,,N,,insufficient sample,,,,,
B3178,,,,2015-11-09,0.009,,N,,Insufficient sample,,,,,
B3933,,,,2015-11-20,0.039,,N,bracts removed,insufficient sample,,,,,
B4377,,,,2015-11-20,0.04,,N,,insufficient sample,,,,,
B4390,,,,2015-11-23,0.046,,N,,insufficient sample,,,,,
H0738,,,,2015-10-14,0.05,Y,N,,Mass estimated as weigher forgot to put in weight in hard copy,,,,,
H2315,,,,2015-10-14,0.05,Y,N,,Mass estimated as weigher forgot to put in weight in hard copy,,,,,
K5902,,,,2016-11-10,0.05,Y,Y,,Mass estimated as weigher forgot to put in weight in hard copy,,,,,
K6276,,,,2016-11-11,0.05,Y,N,,Mass estimated as weigher forgot to put in weight in hard copy,,,,,
H1042,,FVK,,2015-10-11,0.031,,N,,May be incorrect sample ID,,,,,
H1902,,FVK,,2015-10-11,0.05,,N,needles removed,May be incorrect sample ID,,,,,
H1693,,FVK,,2015-10-20,0.048,,Y,bract and needles removed,"Maybe double sampe, same extracted pm 8 Oct 2015",,,,,
H0776,,,,2015-10-17,0.052,,N,bracts removed,might be H0770,,,,,
L2934,,Jinghan Xu,,2018-03-09,0.05,,N,leaves and seedling removed,might have forgetten to zero the scale ,Y,,Y,2018-03-01,Mark Castaneda
3.03,,Mark Castaneda,,2018-06-06,,,,,not enough sample in tube,N,,Y,2018-06-01,Mark Castaneda
B1718,,,,2015-12-15,0.051,,N,,not sure how long was out of the freezer,,,,,
P2408,,,,2015-11-05,0.052,,N,,Note other sample was not ground was P2518,,,,,
L0382,,Alexandra Geiger,,2018-01-22,0.049,,N,,"something red - blood, leaf?",Y,,Y,2018-03-01,Mark Castaneda
L2981,,Adam Scott,,2018-03-02,0.005,,N,seedling removed,spilled some ,N,,Y,2018-03-01,Mark Castaneda
I1330,,,,,0.05,,,,"SWK pred samples, other extraction info lost",,,,,
I2822,,FVK,,2015-09-01,0.049,,N,,"SWK pred samples, other extraction info lost",,,,,
I3291,,,,,0.05,,,,"SWK pred samples, other extraction info lost",,,,,
I3424,,,,,0.051,,,,"SWK pred samples, other extraction info lost",,,,,
I3579,,,,,0.05,,,,"SWK pred samples, other extraction info lost",,,,,
I3636,,,,,0.054,,,,"SWK pred samples, other extraction info lost",,,,,
I3649,,,,,0.049,,,,"SWK pred samples, other extraction info lost",,,,,
I3758,,,,,0.049,,,,"SWK pred samples, other extraction info lost",,,,,
P2384,,,,2015-11-07,0.048,,N,,this may be P2389,,,,,
H2518,,,,2015-10-23,0.051,,Y,,Thought was E,,,,,
P0137,,,,2015-11-13,0.048,,Y,lots of bracts and hair,"two samples (other was H0669 16-10-15, 0.030g, No)",,,,,
P2892,,,,2015-11-06,0.05,,N,,very pale yellow sample,,,,,
L0475,,,,2018-01-10,0.05,,N,,weighed in 2 ml o ring tube,,,,,
L0476,,,,2018-01-04,0.054,,N,,weighed in 2 ml o ring tube,,,,,
L0483,,,,2018-01-10,0.05,,N,,weighed in 2 ml o ring tube,,,,,
L0499,,,,2018-01-08,0.053,,N,leaves and needles removed,weighed in 2 ml o ring tube,,,,,
L0504,,,,2018-01-12,0.034,,N,,weighed in 2 ml o ring tube,,,,,
L0508,,,,2018-01-11,0.051,,N,,weighed in 2 ml o ring tube,,,,,
L0532,,,,2018-01-04,0.016,,Y,grass removed,weighed in 2 ml o ring tube,,,,,
L0536,,,,2018-01-04,0.049,,Y,bark removed,weighed in 2 ml o ring tube,,,,,
L0547,,,,2018-01-04,0.05,,N,,weighed in 2 ml o ring tube,,,,,
L0579,,,,2018-01-12,0.049,,N,,weighed in 2 ml o ring tube,,,,,
L0595,,,,2018-01-08,0.038,,N,,weighed in 2 ml o ring tube,,,,,
L0606,,,,2018-01-10,0.051,,N,bracts removed,weighed in 2 ml o ring tube,,,,,
L0610,,,,2018-01-17,0.05,,N,,weighed in 2 ml o ring tube,,,,,
L0624,,,,2018-01-08,0.051,,N,,weighed in 2 ml o ring tube,,,,,
L0629,,,,2018-01-12,0.05,,N,,weighed in 2 ml o ring tube,,,,,
L0638,,,,2018-01-10,0.053,,N,,weighed in 2 ml o ring tube,,,,,
L0640,,,,2018-01-05,0.05,,Y,,weighed in 2 ml o ring tube,,,,,
L0641,,,,2018-01-05,0.051,,Y,bract and grass removed,weighed in 2 ml o ring tube,,,,,
L0650,,,,2018-01-12,0.031,,N,,weighed in 2 ml o ring tube,,,,,
L0680,,,,2018-01-10,0.05,,Y,,weighed in 2 ml o ring tube,,,,,
L0716,,,,2018-01-04,0.051,,N,,weighed in 2 ml o ring tube,,,,,
L0721,,,,2018-01-05,0.052,,N,,weighed in 2 ml o ring tube,,,,,
L0725,,,,2018-01-12,0.05,,N,,weighed in 2 ml o ring tube,,,,,
L0737,,,,2018-01-12,0.052,,N,leaves removed,weighed in 2 ml o ring tube,,,,,
L0766,,,,2018-01-10,0.028,,N,,weighed in 2 ml o ring tube,,,,,
L0804,,,,2018-01-10,0.053,,N,,weighed in 2 ml o ring tube,,,,,
L0846,,,,2018-01-17,0.051,,N,,weighed in 2 ml o ring tube,,,,,
L0897,,,,2018-01-17,0.053,,N,,weighed in 2 ml o ring tube,,,,,
L0898,,,,2018-01-11,0.051,,N,,weighed in 2 ml o ring tube,,,,,
L0963,,,,2018-01-03,0.053,,N,,weighed in 2 ml o ring tube,,,,,
L0979,,,,2018-01-03,0.053,,N,,weighed in 2 ml o ring tube,,,,,
L1020,,,,2018-01-12,0.05,,N,leaves removed,weighed in 2 ml o ring tube,,,,,
L1025,,,,2018-01-03,0.053,,N,bracts removed,weighed in 2 ml o ring tube,,,,,
L1027,,,,2018-01-04,0.05,,N,,weighed in 2 ml o ring tube,,,,,
L1044,,,,2018-01-11,0.019,,N,,weighed in 2 ml o ring tube,,,,,
L1053,,,,2018-01-12,0.05,,N,,weighed in 2 ml o ring tube,,,,,
L1058,,,,2018-01-08,0.049,,N,,weighed in 2 ml o ring tube,,,,,
L1070,,,,2018-01-11,0.051,,Y,,weighed in 2 ml o ring tube,,,,,
L1074,,,,2018-01-10,0.053,,N,grass and leaves removed,weighed in 2 ml o ring tube,,,,,
L1078,,,,2018-01-11,0.019,,N,,weighed in 2 ml o ring tube,,,,,
L1085,,,,2018-01-12,0.051,,Y,needles removed,weighed in 2 ml o ring tube,,,,,
L1106,,,,2018-01-12,0.05,,N,,weighed in 2 ml o ring tube,,,,,
L1113,,,,2018-01-05,0.052,,N,,weighed in 2 ml o ring tube,,,,,
L1115,,,,2018-01-03,0.05,,N,,weighed in 2 ml o ring tube,,,,,
L1119,,,,2018-01-10,0.051,,N,,weighed in 2 ml o ring tube,,,,,
L1138,,,,2018-01-11,0.051,,Y,needles removed,weighed in 2 ml o ring tube,,,,,
L1144,,,,2018-01-03,0.035,,N,,weighed in 2 ml o ring tube,,,,,
L1147,,,,2018-01-08,0.051,,N,,weighed in 2 ml o ring tube,,,,,
L1156,,,,2018-01-10,0.052,,N,,weighed in 2 ml o ring tube,,,,,
L1159,,,,2018-01-04,0.028,,N,,weighed in 2 ml o ring tube,,,,,
L1161,,,,2018-01-12,0.05,,N,,weighed in 2 ml o ring tube,,,,,
L1175,,,,2018-01-10,0.052,,N,,weighed in 2 ml o ring tube,,,,,
L1185,,,,2018-01-12,0.052,,N,,weighed in 2 ml o ring tube,,,,,
L1197,,,,2018-01-04,0.05,,N,,weighed in 2 ml o ring tube,,,,,
L1203,,,,2018-01-04,0.05,,N,,weighed in 2 ml o ring tube,,,,,
L1207,,,,2018-01-12,0.035,,N,,weighed in 2 ml o ring tube,,,,,
L1210,,,,2018-01-11,0.042,,N,,weighed in 2 ml o ring tube,,,,,
L1228,,,,2018-01-12,0.052,,Y,,weighed in 2 ml o ring tube,,,,,
L1250,,,,2018-01-04,0.053,,N,grass removed,weighed in 2 ml o ring tube,,,,,
L1267,,,,2018-01-17,0.053,,N,grass removed,weighed in 2 ml o ring tube,,,,,
L1269,,,,2018-01-04,0.048,,Y,,weighed in 2 ml o ring tube,,,,,
L1275,,,,2018-01-10,0.049,,N,,weighed in 2 ml o ring tube,,,,,
L1281,,,,2018-01-03,0.05,,N,leaves removed,weighed in 2 ml o ring tube,,,,,
L1285,,,,2018-01-03,0.049,,Y,,weighed in 2 ml o ring tube,,,,,
L1290,,,,2018-01-04,0.048,,N,,weighed in 2 ml o ring tube,,,,,
L1294,,,,2018-01-12,0.048,,N,needles removed,weighed in 2 ml o ring tube,,,,,
L1297,,,,2018-01-11,0.053,,N,,weighed in 2 ml o ring tube,,,,,
L1300,,,,2018-01-12,0.052,,N,,weighed in 2 ml o ring tube,,,,,
L1308,,,,2018-01-10,0.053,,N,grass removed,weighed in 2 ml o ring tube,,,,,
L1324,,,,2018-01-04,0.052,,N,,weighed in 2 ml o ring tube,,,,,
L1329,,,,2018-01-12,0.049,,N,,weighed in 2 ml o ring tube,,,,,
L1331,,,,2018-01-10,0.053,,N,,weighed in 2 ml o ring tube,,,,,
L1334,,,,2018-01-12,0.05,,N,,weighed in 2 ml o ring tube,,,,,
L1340,,,,2018-01-11,0.051,,N,,weighed in 2 ml o ring tube,,,,,
L1352,,,,2018-01-10,0.051,,N,,weighed in 2 ml o ring tube,,,,,
L1412,,,,2018-01-08,0.051,,N,needles removed,weighed in 2 ml o ring tube,,,,,
L1458,,,,2018-01-04,0.05,,N,,weighed in 2 ml o ring tube,,,,,
L1461,,,,2018-01-12,0.017,,N,,weighed in 2 ml o ring tube,,,,,
L1462,,,,2018-01-04,0.034,,N,,weighed in 2 ml o ring tube,,,,,
L1468,,,,2018-01-10,0.051,,N,bract and needles removed,weighed in 2 ml o ring tube,,,,,
L1469,,,,2018-01-05,0.05,,N,,weighed in 2 ml o ring tube,,,,,
L1492,,,,2018-01-17,0.053,,N,,weighed in 2 ml o ring tube,,,,,
L1494,,,,2018-01-04,0.049,,N,grass removed,weighed in 2 ml o ring tube,,,,,
L1495,,,,2018-01-03,0.053,,N,,weighed in 2 ml o ring tube,,,,,
L1969,,,,2018-01-05,0.051,,N,grass removed,weighed in 2 ml o ring tube,,,,,
K3447,,,,2017-03-09,0.05,Y,,,weight missing from hard copy sheet,,,,,
P1669,,,P1669,2015-10-27,0.051,,N,,"were two samples (P1620 P1669), only extracted P1669",,,,,
0.01,0.01,Mark Castaneda,,2018-06-08,0.053,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.02,0.02,Mark Castaneda,,2018-06-12,0.05,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.03,0.03,Adam Scott,,2018-04-20,0.052,,Y,,,Y,,Y,2018-06-01,Mark Castaneda
0.04,0.04,Mark Castaneda,,2018-06-15,0.054,,N,,,Y,,Y,2018-07-01,Mark Castaneda
0.05,0.05,Mark Castaneda,,2018-06-12,0.05,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.06,0.06,Mark Castaneda,,2018-06-07,0.053,,N,,,Y,,Y,2018-06-01,Mark Castaneda
7.0000000000000007E-2,0.07,Mark Castaneda,,2018-06-12,0.049,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.08,0.08,Erica Walker,,2019-04-04,0.052,,N,,,,,,,
0.1,0.1,Mark Castaneda,,2018-04-16,0.049,,N,needles removed,,Y,,Y,2018-06-01,Mark Castaneda
0.11,0.11,Mark Castaneda,,2018-04-16,0.053,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.13,0.13,Mark Castaneda,,2018-05-31,0.048,,N,,,N,,Y,2018-06-01,Mark Castaneda
0.14000000000000001,0.14,Mark Castaneda,,2018-06-11,0.048,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.15,0.15,Mark Castaneda,,2018-04-16,0.048,,N,,,Y,Y,Y,2018-06-01,Mark Castaneda
0.15,0.15,Mark Castaneda,,2018-05-31,0.041,,N,needles removed,,N,Y,Y,2018-06-01,Mark Castaneda
0.17,0.17,Mark Castaneda,,2018-05-31,0.048,,N,needles removed,,Y,,Y,2018-06-01,Mark Castaneda
0.18,0.18,Adam Scott,,2018-04-23,0.05,,Y,,,Y,,Y,2018-06-01,Mark Castaneda
0.19,0.19,Mark Castaneda,,2018-06-12,0.051,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.21,0.21,Mark Castaneda,,2018-04-16,0.047,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.22,0.22,Adam Scott,,2018-04-23,0.049,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.24,0.24,Mark Castaneda,,2018-06-19,0.05,,N,,,Y,,Y,2018-07-01,Mark Castaneda
0.25,0.25,Mark Castaneda,,2018-06-15,0.052,,N,,,Y,,Y,2018-07-01,Mark Castaneda
0.26,0.26,Mark Castaneda,,2018-06-01,0.051,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.28000000000000003,0.28,Adam Scott,,2018-04-20,0.051,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.29,0.29,Erica Walker,,2019-04-04,0.052,,N,,,,,,,
0.3,0.3,Mark Castaneda,,2018-04-16,0.051,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.31,0.31,Mark Castaneda,,2018-04-16,0.05,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.32,0.32,Mark Castaneda,,2018-05-31,0.05,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.33,0.33,Mark Castaneda,,2018-04-16,0.055,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.34,0.34,Adam Scott,,2018-04-20,0.044,,N,,,N,,Y,2018-06-01,Mark Castaneda
0.36,0.36,Mark Castaneda,,2018-04-16,0.048,,Y,,,Y,,Y,2018-06-01,Mark Castaneda
0.37,0.37,Mark Castaneda,,2018-06-15,0.049,,N,,,N,,Y,2018-07-01,Mark Castaneda
0.38,0.38,Mark Castaneda,,2018-06-15,0.05,,N,,,Y,,Y,2018-07-01,Mark Castaneda
0.39,0.39,Mark Castaneda,,2018-04-16,0.049,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.41,0.41,Mark Castaneda,,2018-06-07,0.05,,Y,,,Y,,Y,2018-06-01,Mark Castaneda
0.43,0.43,Mark Castaneda,,2018-06-15,0.049,,N,,,Y,,Y,2018-07-01,Mark Castaneda
0.45,0.45,Erica Walker,,2019-04-19,0.05,,Y,,,,,,,
0.46,0.46,Mark Castaneda,,2018-04-16,0.046,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.48,0.48,Mark Castaneda,,2018-06-12,0.054,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.49,0.49,Mark Castaneda,,2018-06-07,0.05,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.52,0.52,Mark Castaneda,,2018-06-08,0.05,,Y,grass removed,,Y,,Y,2018-06-01,Mark Castaneda
0.53,0.53,Mark Castaneda,,2018-06-12,0.051,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.54,0.54,Adam Scott,,2018-04-23,0.05,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.56000000000000005,0.56,Mark Castaneda,,2018-06-19,0.014,,N,,,N,,Y,2018-07-01,Mark Castaneda
0.56999999999999995,0.57,Mark Castaneda,,2018-06-12,0.049,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.57999999999999996,0.58,Adam Scott,,2018-04-20,0.052,,N,needles removed,,Y,,Y,2018-06-01,Mark Castaneda
0.59,0.59,Adam Scott,,2018-04-20,0.049,,N,needles removed,,N,,Y,2018-06-01,Mark Castaneda
0.6,0.6,Odessa Fung,,2019-02-06,0.052,,Y,,,,,,,
0.61,0.61,Mark Castaneda,,2018-06-12,0.053,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.62,0.62,Mark Castaneda,,2018-06-15,0.054,,N,,,Y,,Y,2018-07-01,Mark Castaneda
0.64,0.64,Mark Castaneda,,2018-06-15,0.055,,N,,,Y,,Y,2018-07-01,Mark Castaneda
0.65,0.65,Mark Castaneda,,2018-04-16,0.053,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.66,0.66,Mark Castaneda,,2018-06-19,0.053,,Y,needles removed,,Y,,Y,2018-07-01,Mark Castaneda
0.67,0.67,Jinghan Xu,,2018-04-13,0.052,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.68,0.68,Mark Castaneda,,2018-06-18,0.052,,N,,,Y,,Y,2018-07-01,Mark Castaneda
0.71,0.71,Mark Castaneda,,2018-05-31,0.049,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.73,0.73,Mark Castaneda,,2018-06-07,0.049,,N,grass removed,,Y,,Y,2018-06-01,Mark Castaneda
0.75,0.75,Adam Scott,,2018-04-23,0.05,,Y,,,Y,,Y,2018-06-01,Mark Castaneda
0.76,0.76,Mark Castaneda,,2018-06-15,0.051,,N,,,Y,,Y,2018-07-01,Mark Castaneda
0.77,0.77,Adam Scott,,2018-04-23,0.05,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.78,0.78,Adam Scott,,2018-04-23,0.051,,Y,,,Y,,Y,2018-06-01,Mark Castaneda
0.8,0.8,Mark Castaneda,,2018-05-31,0.05,,N,bracts removed,,Y,,Y,2018-06-01,Mark Castaneda
0.81,0.81,Mark Castaneda,,2018-06-12,0.05,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.82,0.82,Jinghan Xu,,2018-04-13,0.052,,Y,grass removed,,Y,,Y,2018-06-01,Mark Castaneda
0.84,0.84,Adam Scott,,2018-04-20,0.052,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.85,,Mark Castaneda,,2018-05-31,0.047,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.86,,Adam Scott,,2018-04-20,0.04,,N,,,N,,Y,2018-06-01,Mark Castaneda
0.87,,Mark Castaneda,,2018-06-07,0.053,,Y,,,Y,,Y,2018-06-01,Mark Castaneda
0.88,,Mark Castaneda,,2018-05-31,0.047,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.89,,Mark Castaneda,,2018-06-15,0.052,,N,,,Y,,Y,2018-07-01,Mark Castaneda
0.9,,Adam Scott,,2018-04-23,0.05,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.91,,Mark Castaneda,,2018-06-12,0.051,,N,grass removed,,Y,,Y,2018-06-01,Mark Castaneda
0.92,,Mark Castaneda,,2018-05-31,0.05,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.93,,Mark Castaneda,,2018-06-12,0.053,,Y,,,N,,Y,2018-06-01,Mark Castaneda
0.94,,Adam Scott,,2018-04-20,0.052,,N,,,Y,,Y,2018-06-01,Mark Castaneda
0.96,,Mark Castaneda,,2018-06-15,0.052,,N,,,Y,,Y,2018-07-01,Mark Castaneda
0.97,,Mark Castaneda,,2018-06-19,0.055,,N,,,Y,,Y,2018-07-01,Mark Castaneda
0.98,,Mark Castaneda,,2018-06-11,0.055,,Y,,,N,,Y,2018-06-01,Mark Castaneda
1.01,,Mark Castaneda,,2018-06-12,0.048,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.02,,Adam Scott,,2018-04-20,0.05,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.03,,Adam Scott,,2018-04-20,0.046,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.04,,Mark Castaneda,,2018-06-07,0.054,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.05,,Adam Scott,,2018-04-23,0.049,,N,needlle and seedling removeed,,Y,,Y,2018-06-01,Mark Castaneda
1.06,,Mark Castaneda,,2018-06-07,0.049,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.07,,Mark Castaneda,,2018-06-11,0.053,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.08,,Mark Castaneda,,2018-06-12,0.053,,N,bract and needles removed,,Y,,Y,2018-06-01,Mark Castaneda
1.0900000000000001,,Mark Castaneda,,2018-06-11,0.05,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.1000000000000001,,Adam Scott,,2018-04-23,0.051,,Y,,,Y,,Y,2018-06-01,Mark Castaneda
1.1100000000000001,,Mark Castaneda,,2018-06-04,0.054,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.1200000000000001,,Adam Scott,,2018-04-20,0.051,,N,lots of seedlings,,N,,Y,2018-06-01,Mark Castaneda
1.1299999999999999,,Mark Castaneda,,2018-06-12,0.053,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.1399999999999999,,Mark Castaneda,,2018-06-12,0.05,,N,needles removed,,Y,,Y,2018-06-01,Mark Castaneda
1.1499999999999999,,Mark Castaneda,,2018-06-15,0.053,,N,,,Y,,Y,2018-07-01,Mark Castaneda
1.1599999999999999,,Mark Castaneda,,2018-04-16,0.05,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.17,,Mark Castaneda,,2018-06-19,0.049,,N,,,Y,,Y,2018-07-01,Mark Castaneda
1.18,,Mark Castaneda,,2018-05-31,0.05,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.19,,Odessa Fung,,2018-11-29,0.052,,Y,plant material removed,,,,,,
1.2,,Mark Castaneda,,2018-06-08,0.05,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.21,,Odessa Fung,,2019-03-12,0.051,,N,,,,,,,
1.23,,Mark Castaneda,,2018-06-18,0.053,,N,needles removed,,Y,,Y,2018-07-01,Mark Castaneda
1.25,,Mark Castaneda,,2018-06-15,0.051,,N,,,Y,,Y,2018-07-01,Mark Castaneda
1.27,,Mark Castaneda,,2018-06-01,0.049,,N,bracts removed,,Y,,Y,2018-06-01,Mark Castaneda
1.28,,Mark Castaneda,,2018-06-08,0.053,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.29,,Mark Castaneda,,2018-06-01,0.054,,Y,,,N,,Y,2018-06-01,Mark Castaneda
1.3,,Mark Castaneda,,2018-06-12,0.053,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.31,,Mark Castaneda,,2018-06-12,0.049,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.32,,Mark Castaneda,,2018-06-12,0.053,,N,grass removed,,Y,,Y,2018-06-01,Mark Castaneda
1.34,,Mark Castaneda,,2018-06-12,0.051,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.35,,Mark Castaneda,,2018-06-08,0.05,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.36,,Mark Castaneda,,2018-06-08,0.052,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.37,,Adam Scott,,2018-04-20,0.047,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.39,,Odessa Fung,,2018-11-16,0.05,,N,,,,,,,
1.4,,Mark Castaneda,,2018-06-12,0.051,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.41,,Mark Castaneda,,2018-06-08,0.051,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.44,,Adam Scott,,2018-04-23,0.05,,N,seedling removed,,Y,,Y,2018-06-01,Mark Castaneda
1.45,,Mark Castaneda,,2018-06-19,0.051,,N,,,Y,,Y,2018-07-01,Mark Castaneda
1.46,,Mark Castaneda,,2018-06-12,0.051,,N,needles removed,,Y,,Y,2018-06-01,Mark Castaneda
1.47,,Odessa Fung,,2018-11-15,0.05,,Y,needle and plant material removed,,,,,,
1.48,,Mark Castaneda,,2018-06-12,0.052,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.49,,Mark Castaneda,,2018-06-11,0.05,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.52,,Mark Castaneda,,2018-06-18,0.052,,N,,,N,,Y,2018-07-01,Mark Castaneda
1.53,,Mark Castaneda,,2018-06-15,0.052,,N,,,Y,,Y,2018-07-01,Mark Castaneda
1.54,,Adam Scott,,2018-04-23,0.051,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.55,,Mark Castaneda,,2018-06-08,0.054,,Y,,,Y,,Y,2018-06-01,Mark Castaneda
1.56,,Mark Castaneda,,2018-04-16,0.055,,Y,,,N,,Y,2018-06-01,Mark Castaneda
1.58,,Mark Castaneda,,2018-06-08,0.026,,N,,,N,,Y,2018-06-01,Mark Castaneda
1.59,,Mark Castaneda,,2018-06-01,0.051,,N,,,N,,Y,2018-06-01,Mark Castaneda
1.6,,Mark Castaneda,,2018-06-15,0.051,,N,,,Y,,Y,2018-07-01,Mark Castaneda
1.62,,Mark Castaneda,,2018-06-01,0.051,,Y,,,Y,,Y,2018-06-01,Mark Castaneda
1.63,,Mark Castaneda,,2018-06-07,0.052,,Y,grass and leaves removed,,Y,,Y,2018-06-01,Mark Castaneda
1.64,,Adam Scott,,2018-04-20,0.051,,N,seedling removed,,Y,,Y,2018-06-01,Mark Castaneda
1.65,,Mark Castaneda,,2018-06-18,0.042,,N,,,N,,Y,2018-07-01,Mark Castaneda
1.66,,Mark Castaneda,,2018-06-07,0.049,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.67,,Mark Castaneda,,2018-06-07,0.023,,N,,,N,,Y,2018-06-01,Mark Castaneda
1.68,,Mark Castaneda,,2018-06-15,0.05,,N,,,Y,,Y,2018-07-01,Mark Castaneda
1.69,,Mark Castaneda,,2018-06-07,0.053,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.71,,Odessa Fung,,2019-02-26,0.05,,Y,,,,,,,
1.72,,Mark Castaneda,,2018-06-15,0.052,,N,,,Y,,Y,2018-07-01,Mark Castaneda
1.73,,Mark Castaneda,,2018-05-31,0.048,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.74,,Mark Castaneda,,2018-06-15,0.048,,N,,,Y,,Y,2018-07-01,Mark Castaneda
1.75,,Mark Castaneda,,2018-06-05,0.05,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.76,,Adam Scott,,2018-04-20,0.05,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.77,,Mark Castaneda,,2018-06-15,0.05,,N,,,Y,,Y,2018-07-01,Mark Castaneda
1.78,,Mark Castaneda,,2018-06-15,0.051,,N,,,Y,,Y,2018-07-01,Mark Castaneda
1.79,,Mark Castaneda,,2018-06-18,0.056,,N,"bract, grass, and leaf removed",,Y,,Y,2018-07-01,Mark Castaneda
1.8,,Mark Castaneda,,2018-06-15,0.049,,N,,,Y,,Y,2018-07-01,Mark Castaneda
1.81,,Mark Castaneda,,2018-06-15,0.05,,N,,,Y,,Y,2018-07-01,Mark Castaneda
1.83,,Mark Castaneda,,2018-06-15,0.053,,N,,,Y,,Y,2018-07-01,Mark Castaneda
1.84,,Mark Castaneda,,2018-06-15,0.052,,N,,,Y,,Y,2018-07-01,Mark Castaneda
1.86,,Adam Scott,,2018-04-20,0.051,,N,,,Y,,Y,2018-06-01,Mark Castaneda
1.88,,Mark Castaneda,,2018-06-07,0.052,,N,,,Y,,Y,2018-06-01,Mark Castaneda
