trapping_id,squirrel_id,poop_id,year,poop_time,comments
154886,22175,023.07,2018,926,NA
154891,20939,025.81,2018,1202,
154892,20940,019.83,2018,1147,
154893,21868,027.06,2018,1104,
154898,19742,023.01,2018,1938,NA
154899,21350,018.74,2018,916,NA
154900,21022,019.27,2018,926,NA
154901,21155,155.00,2018,NA,NA
154902,21007,018.26,2018,1016,NA
154905,19984,019.16,2018,1113,NA
154907,21578,025.96,2018,1138,NA
154910,20866,018.49,2018,123,
154917,22575,019.28,2018,1104,NA
154918,21940,035.90,2018,948,
154919,21968,035.83,2018,1051,Rattle @ M1 stake 
154920,21970,036.01,2018,1115,NA
154921,21990,037.09,2018,1126,
154922,22073,036.93,2018,1035,
154923,22075,036.38,2018,11,
154924,22101,036.65,2018,1156,Escaped before palp finished 
154925,22189,035.56,2018,1016,Axy off MKD; LL confirm by AIS
154927,23719,036.51,2018,1137,
154929,12095,029.22,2018,1133,
154930,19907,020.41,2018,104,NA
154933,22058,012.26,2018,1111,NA
154935,22497,027.16,2018,1225,NA
154938,23059,014.80,2018,1032,NA
154941,13438,027.04,2018,1005,
154942,20060,027.28,2018,929,
154943,20061,029.29,2018,914,
154944,21488,028.67,2018,112,
154945,21868,029.45,2018,941,
154946,22062,028.92,2018,115,
154947,22921,009.16,2018,935,
154948,23052,028.75,2018,1024,
154949,23189,023.23,2018,1138,
154950,23697,028.81,2018,1017,
154954,22388,003.52,2018,93,NA
154955,21354,011.49,2018,950,oxytocin injection for milk
154956,21783,013.57,2018,1031,NA
154957,22553,006.31,2018,1116,escaped
154958,20231,024.35,2018,1116,oxytocin injection for milk
154959,20630,003.72,2018,1221,oxytocin injection for milk
154960,19432,018.02,2018,104,
154961,20148,025.31,2018,1152,
154962,20281,021.06,2018,1015,
154964,20760,018.19,2018,1111,
154965,20820,026.77,2018,1127,
154966,22756,020.53,2018,1025,
154967,23201,019.56,2018,1059,
154968,13140,025.92,2018,1021,NA
154969,20138,027.33,2018,10,"Big pink bare nips, not recent"
154970,20863,021.82,2018,1053,
154971,22021,019.93,2018,1039,"Pink bare nips, not recent"
154972,22209,018.92,2018,1013,
154974,22888,027.77,2018,1011,
154976,20200,028.78,2018,1037,NA
154977,21169,019.88,2018,1048,
154978,21273,027.42,2018,1102,
154979,21921,023.36,2018,1115,
154980,21984,029.43,2018,1123,
154981,22425,023.04,2018,1031,
154982,22425,011.32,2018,1146,
154983,22495,028.77,2018,1132,
154984,23072,037.59,2018,1038,AXY OFF
154985,11375,037.96,2018,1049,NA
154986,21240,040.31,2018,11,NA
154987,11962,040.30,2018,11109,NA
154988,21965,039.91,2018,1115,NA
154989,12357,039.02,2018,1143,"VERY PREGNANT, NIPPLES ENLARGED"
154990,20046,037.41,2018,121,NA
154991,20388,037.36,2018,953,NA
154992,20389,035.93,2018,1102,NA
154994,21465,037.34,2018,1158,Released due to time 
154995,21998,053.81,2018,1118,NA
154996,22165,036.64,2018,103,Milked 
154997,22290,037.56,2018,1042,
154998,22636,037.11,2018,941,
154999,20950,028.58,2018,844,NA
155000,21867,019.89,2018,916,NA
155001,22449,018.72,2018,932,NA
155002,22605,019.63,2018,948,NA
155003,20387,019.49,2018,1108,NA
155004,22018,017.82,2018,1104,
155005,22179,020.54,2018,1139,NA
155007,19252,015.45,2018,1137,
155008,19404,025.63,2018,1148,Small dark nips
155009,19907,005.42,2018,1138,
155010,22598,009.48,2018,1127,
155011,23369,018.36,2018,1216,
155013,11678,073.10,2018,1055,Lives here (P.11.) or close by 
155014,13208,036.81,2018,1208,
155015,19420,040.20,2018,1158,
155016,19531,037.23,2018,1036,
155017,20395,037.54,2018,1121,NA
155019,20417,036.95,2018,1015,Axy off; crusty nipples 
155020,21029,036.54,2018,1044,Visually nipples look lac still 
155022,22543,037.89,2018,1147,
155033,19611,026.95,2018,1232,
155034,20061,028.53,2018,1121,
155035,20202,028.60,2018,1208,
155036,20235,023.47,2018,1241,
155038,20523,028.50,2018,1225,
155039,22425,023.25,2018,1204,
155040,22469,025.93,2018,113,NA
155041,22652,027.38,2018,1143,
155042,22987,026.84,2018,1248,
155043,23189,025.76,2018,123,
155044,23300,029.11,2018,111,
155045,23672,029.01,2018,12,DNA 2 TAKEN
155048,13229,031.85,2018,10,Not lactating
155049,23196,037.61,2018,102,NA
155051,20760,040.33,2018,1111,NA
155052,21492,039.29,2018,1136,NA
155053,20601,028.87,2018,12,NA
155054,19432,031.80,2018,1221,NA
155055,20229,024.55,2018,1012,Injected with oxt for milk
155057,20967,017.45,2018,1139,Injected with oxt for milk
155060,22200,028.23,2018,1053,Injected with oxt for milk
155068,22215,035.61,2018,102,
155071,21933,037.20,2018,1159,
155072,21934,036.23,2018,1153,
155073,21940,037.24,2018,1021,
155075,21967,036.06,2018,112,NA
155077,22101,036.59,2018,104,
155078,22458,035.55,2018,1101,
155079,12180,029.28,2018,1054,
155080,20950,026.64,2018,919,
155081,21277,029.46,2018,1042,
155082,21488,018.83,2018,1151,
155083,21907,028.85,2018,1126,
155084,21985,026.57,2018,1137,
155085,22194,025.60,2018,1107,
155086,22445,027.02,2018,941,
155087,12194,027.29,2018,1011,NA
155089,12194,023.18,2018,1118,
155090,23629,026.54,2018,1029,
155091,23629,029.18,2018,1141,
155092,23646,025.69,2018,1204,2nd DNA sample taken
155095,23388,012.74,2018,171,NA
155098,23748,009.90,2018,1145,NA
155099,20255,039.68,2018,1038,Esc after inject w oxt for milk
155100,21924,002.89,2018,959,Inject w oxt for milk
155101,22024,035.66,2018,1051,Inject w oxt for milk
155103,22352,035.57,2018,1127,Inject w oxt for milk
155104,10043,027.08,2018,10,NA
155106,19601,029.25,2018,907,NA
155107,19611,016.27,2018,858,WEANED
155108,19875,026.51,2018,937,Barely SCR
155109,20945,025.55,2018,852,NA
155110,20948,026.92,2018,928,NA
155111,20950,027.11,2018,1012,NA
155114,21984,029.26,2018,918,NA
155116,22591,027.75,2018,1056,NA
155117,22605,008.49,2018,1014,NA
155118,23629,029.18,2018,1011,NA
155124,22994,015.35,2018,842,NA
155130,22758,023.27,2018,925,NA
155139,23749,025.91,2018,1004,Possible notch in right ear
155140,20062,020.22,2018,103,NA
155142,20297,028.66,2018,104,NA
155143,23320,024.90,2018,1056,NA
155145,21216,023.12,2018,1159,NA
155146,22778,019.81,2018,1206,NA
155147,21215,017.96,2018,1213,NA
155148,12428,023.29,2018,1221,NA
155150,21006,026.91,2018,1232,NA
155151,19809,029.40,2018,1242,NA
155152,20220,018.44,2018,1252,NA
155153,22865,018.06,2018,9,NA
155154,22274,021.60,2018,909,NA
155155,23023,018.22,2018,918,NA
155156,20635,021.85,2018,924,NA
155157,20920,020.69,2018,936,NA
155159,19764,028.71,2018,955,NA
155161,19719,026.63,2018,1134,NA
155162,13228,039.64,2018,1019,Injected w oxt for milk but none collected
155163,20046,036.53,2018,1045,Injected w oxt for milk
155166,23027,020.46,2018,854,NA
155167,20686,018.01,2018,904,NA
155168,20295,018.35,2018,92,NA
155169,19981,027.45,2018,937,NA
155170,21223,028.57,2018,945,NA
155171,22297,018.91,2018,958,NA
155172,12428,019.05,2018,1005,NA
155173,22296,019.04,2018,1012,NA
155175,20685,029.41,2018,1039,NA
155176,19983,023.45,2018,1054,NA
155177,21222,023.48,2018,1103,NA
155181,20439,037.15,2018,95,injected with OXT for milk
155182,20440,037.20,2018,953,injected with OXT for milk
155186,22016,021.18,2018,904,NA
155187,20537,021.71,2018,922,NA
155191,20199,021.89,2018,1003,NA
155197,22890,025.98,2018,1123,NA
155199,19766,018.75,2018,1135,NA
155205,21933,039.78,2018,1114,
155206,21934,035.95,2018,123,
155207,21940,039.47,2018,1238,
155208,21944,036.10,2018,1127,
155209,21953,033.24,2018,1053,
155210,22028,037.93,2018,122,
155211,22030,036.73,2018,1156,
155212,22101,031.22,2018,1037,
155214,22508,035.58,2018,1148,
155215,22649,038.90,2018,1142,
155216,22941,037.73,2018,1203,
155217,22175,036.52,2018,1024,frozen & EtOH fecals 
155218,21492,036.99,2018,104,NA
155220,19421,037.72,2018,1107,NA
155221,22541,019.51,2018,1116,NA
155222,13427,037.60,2018,1127,NA
155223,11678,036.94,2018,1133,NA
155225,20281,037.12,2018,1134,NA
155227,23365,036.72,2018,1147,NA
155229,21215,027.23,2018,1328,NA
155230,19707,017.38,2018,1404,NA
155231,11962,035.84,2018,1115,
155232,12357,035.73,2018,1048,escape
155233,19411,035.70,2018,1136,NA
155234,20843,039.37,2018,11,
155236,22543,024.45,2018,92,inject with OXT for milk
155237,20388,018.46,2018,948,inject w/OXT for milk
155239,19537,036.43,2018,948,
155240,20060,036.20,2018,931,
155241,20061,039.84,2018,1032,
155242,20939,039.95,2018,959,
155243,20940,039.05,2018,1013,
155244,20942,036.40,2018,1026,
155245,21043,036.11,2018,915,
155246,22373,039.49,2018,924,
155247,23052,037.85,2018,1038,
155248,22978,033.30,2018,94,
155249,23256,040.37,2018,1046,
155256,23213,018.21,2018,948,Bred before
155261,21944,037.81,2018,1229,also caught yesterday 
155262,21945,039.30,2018,1233,
155263,21967,037.57,2018,114,NA
155264,21969,035.63,2018,1123,
155265,22111,040.15,2018,1052,
155266,22137,037.01,2018,102,
155267,22189,035.69,2018,1146,
155268,22671,037.48,2018,1155,
155270,22941,040.21,2018,1029,poop also collected yesterday 
155272,23018,039.74,2018,1042,
155273,23173,035.80,2018,12,
155274,23252,035.98,2018,1005,
155276,19742,040.11,2018,1128,
155277,21865,039.63,2018,1156,
155283,21961,039.61,2018,212,
155284,21968,035.79,2018,147,
155285,21970,039.07,2018,158,
155286,21990,040.22,2018,206,
155287,22073,036.97,2018,107,release before palp
155288,22075,039.21,2018,142,
155289,22457,036.83,2018,229,
155290,22462,037.87,2018,124,
155291,23010,037.65,2018,1252,
155292,23173,036.35,2018,238,chased away by R!/Bk!; also caught yesterday 
155293,23368,039.31,2018,119,
155295,20488,036.80,2018,957,injected w/OXT for milk
155299,20760,035.62,2018,1031,injected w/OXT for milk
155301,21998,036.60,2018,1103,injected w/OXT for milk
155303,20770,036.75,2018,1129,injected w/OXT for milk
155307,20417,035.87,2018,938,TO to own midden
155308,11678,036.71,2018,957,NA
155309,22165,036.63,2018,1008,NA
155310,20395,037.88,2018,1019,NA
155311,21029,039.80,2018,1026,NA
155312,13310,035.71,2018,1038,NA
155313,21465,037.98,2018,1108,NA
155314,21995,037.80,2018,1125,NA
155316,23253,036.78,2018,1109,
155317,23265,036.88,2018,1005,
155319,23302,036.12,2018,1026,
155325,21297,038.98,2018,909,
155326,21395,036.25,2018,1035,
155327,21488,039.72,2018,1109,
155330,22373,040.17,2018,849,
155331,22987,035.54,2018,94,
155334,20857,021.68,2018,1145,NA
155344,23757,021.95,2018,922,NA
155346,21304,036.45,2018,10,NA
155348,19875,037.74,2018,932,
155351,20948,036.47,2018,955,
155352,21169,039.42,2018,1101,
155353,21273,035.67,2018,942,
155354,21281,040.09,2018,916,
155355,21921,039.28,2018,1043,Stomach blading and scaly
155356,21984,032.14,2018,1131,
155357,21984,036.42,2018,1017,
155359,22425,033.06,2018,1009,
155361,23189,039.43,2018,903,
155363,23201,037.08,2018,1334,NA
155364,11375,036.76,2018,3708,ESCAPED
155365,23370,037.60,2018,1359,NA
155368,20820,036.86,2018,144,NA
155369,20287,037.30,2018,145,NA
155371,23251,037.69,2018,1006,NOT LACTATING
155372,20281,037.00,2018,1026,NA
155373,19432,036.89,2018,1034,NA
155374,23326,039.11,2018,904,NA
155375,23023,040.47,2018,911,NA
155376,20904,039.00,2018,921,NA
155377,23461,033.69,2018,927,NA
155378,22891,040.19,2018,934,NA
155385,12357,019.44,2018,1047,NA
155390,20488,036.30,2018,11,NA
155391,19421,035.77,2018,1111,NA
155392,20047,036.16,2018,113,NA
155393,11375,040.35,2018,1137,NA
155394,21895,035.75,2018,1149,NA
155399,13229,036.92,2018,1008,
155401,20286,037.53,2018,1018,
155403,21315,009.83,2018,854,NA
155405,23273,021.67,2018,1034,
155406,23285,020.04,2018,952,Had bred
155408,23227,039.86,2018,938,Bloated? 
155411,21940,036.22,2018,1002,
155412,21944,037.37,2018,1053,
155413,21945,033.16,2018,1135,
155414,22028,038.06,2018,1039,not enough poop for EtOH
155415,22101,037.40,2018,1018,
155416,22101,040.80,2018,1131,2nd time being trapped today 
155417,22508,033.75,2018,1114,
155418,22649,040.34,2018,1106,
155419,22941,040.41,2018,1126,
155420,22175,032.54,2018,112,
155421,13095,039.77,2018,1056,
155422,20061,035.53,2018,857,
155426,20950,035.76,2018,1041,
155427,22469,039.26,2018,916,
155428,22921,035.97,2018,907,
155429,23189,033.95,2018,1014,
155434,19707,039.27,2018,907,NA
155441,20688,033.41,2018,95,NA
155443,22758,039.94,2018,1001,NA
155449,20297,033.29,2018,1053,NA
155457,20342,035.50,2018,1007,
155459,20939,034.60,2018,1009,
155460,21395,035.92,2018,935,
155466,21348,039.45,2018,958,NA
155471,22042,032.09,2018,9,
155472,22043,040.27,2018,1106,
155473,23244,039.06,2018,1038,
155474,23245,033.58,2018,105,
155475,23246,037.17,2018,954,
155476,23298,021.08,2018,1005,NA
155477,23761,033.04,2018,1023,ONE DNA
155478,21933,037.70,2018,945,NA
155479,21934,040.18,2018,857,
155480,21953,040.13,2018,844,cut nose on trap
155481,21967,036.02,2018,101,
155483,21969,036.17,2018,1154,not enough poop for EtOH 
155484,22030,039.35,2018,954,cut nose on trap
155485,22073,035.82,2018,113,not enough poop for EtOH
155487,22137,040.04,2018,103,
155488,22167,036.91,2018,1108,not enough poop for EtOH 
155489,22189,039.79,2018,1014,
155490,22671,033.53,2018,1037,
155491,23010,036.32,2018,1142,not enough poop for EtOH
155492,23018,037.51,2018,1023,
155493,23252,039.15,2018,1001,not enough poop for EtOH sample
155495,11962,037.21,2018,103,NA
155504,12008,038.16,2018,1036,NA
155509,20223,036.21,2018,1139,NA
155511,21308,039.66,2018,1003,
155512,23262,037.29,2018,1022,
155513,23315,018.78,2018,945,Had bred
155515,19587,037.43,2018,1207,NA
155524,20202,033.37,2018,931,
155525,20342,036.05,2018,903,
155527,20940,026.61,2018,857,
155528,21169,039.93,2018,948,NA
155529,21395,033.08,2018,1002,
155531,22425,035.68,2018,927,
155532,22495,040.24,2018,10,
155534,21949,039.52,2018,942,
155535,21961,039.16,2018,92,no EtOH fecal 
155536,21968,036.27,2018,959,NA
155537,21970,040.05,2018,936,injected with OXT for milk
155538,21990,033.40,2018,929,no EtOH
155539,22075,031.94,2018,101,NA
155540,22111,037.27,2018,839,no EtOH sample; also trapped yesterday
155541,22457,039.41,2018,907,injected with OXT for milk
155542,22462,036.87,2018,1022,
155543,23368,039.62,2018,855,
155544,22175,035.72,2018,1141,injected w/OXT for milk
155556,21314,033.92,2018,916,
155557,23259,019.43,2018,1011,Had bred
155558,23308,039.33,2018,937,
155559,23768,033.17,2018,957,One DNA
155565,23770,039.24,2018,958,NO DNA
155566,21783,037.71,2018,111,NA
155567,22925,020.48,2018,1118,NA
155568,22388,036.28,2018,1124,NA
155569,20697,036.86,2018,1136,FORGOT WEIGHT
155570,20417,039.82,2018,932,NA
155571,11375,037.92,2018,903,
155572,11962,036.04,2018,1002,
155573,12357,037.77,2018,1056,
155574,20046,040.23,2018,1041,
155575,20601,039.13,2018,1042,
155576,20751,036.66,2018,1116,NA
155577,20760,037.99,2018,1133,
155579,21998,019.90,2018,102,
155580,13208,035.99,2018,946,NA
155581,22636,037.46,2018,1012,NA
155582,19857,039.10,2018,1023,NA
155583,21992,036.07,2018,1033,NA
155584,22165,035.81,2018,1048,NA
155585,22290,033.27,2018,1056,NA
155588,20060,037.47,2018,841,
155589,20061,036.62,2018,839,
155591,20447,039.09,2018,919,
155594,21853,039.14,2018,1123,
155598,23697,037.32,2018,902,
155602,19859,036.85,2018,1108,NA
155605,21488,033.46,2018,923,NA
155607,11678,039.75,2018,1119,NA
155609,20389,035.59,2018,1127,NA
155624,19587,037.78,2018,859,NA
155625,20264,040.01,2018,909,NA
155626,22660,036.13,2018,919,NA
155627,20749,038.05,2018,931,NA
155632,23263,038.18,2018,939,Had bred. V calm
155635,23303,036.41,2018,1003,
155640,23771,031.05,2018,1045,No DNA stressed
155641,23772,025.72,2018,1107,NA
155647,19611,037.76,2018,912,
155648,19742,037.28,2018,1127,
155649,20060,025.89,2018,857,
155650,20235,036.37,2018,1039,
155651,20353,019.97,2018,10,
155654,21488,020.55,2018,948,
155655,22449,040.16,2018,101,
155674,23370,035.96,2018,103,OFF GRID
155675,23196,035.85,2018,1053,NA
155686,22574,033.19,2018,908,NA
155687,23072,038.50,2018,953,NA
155688,11375,038.25,2018,1012,escaped
155690,20286,040.49,2018,1044,NA
155691,19508,035.94,2018,11,NA
155692,11678,036.68,2018,101,
155693,20289,036.24,2018,1038,
155694,20395,033.59,2018,103,
155695,21029,038.47,2018,1024,visually looks lac still 
155700,23189,039.85,2018,911,
155704,20439,039.12,2018,936,NA
155705,20440,032.93,2018,945,NA
155707,22039,038.03,2018,1022,NA
155709,20281,039.25,2018,1041,NA
155710,20770,036.70,2018,1103,NA
155718,21075,040.10,2018,955,NA
155740,22041,039.19,2018,955,NA
155750,23776,040.42,2018,939,
155751,22008,031.46,2018,849,NA
155752,21367,031.76,2018,904,NA
155753,21342,036.46,2018,916,NA
155754,23294,038.32,2018,93,NA
155756,20537,038.34,2018,957,ESCAPED
155757,23054,039.39,2018,1009,NA
155759,20914,039.36,2018,1049,NA
155760,20504,038.66,2018,1058,NA
155769,21007,033.65,2018,903,NA
155773,19874,017.62,2018,941,NA
155777,21007,040.14,2018,1029,NA
155780,23320,039.98,2018,112,NA
155791,23777,033.03,2018,1038,Has not bred
155797,22165,037.90,2018,1735,trapped while trying to trap her juvs
155799,20077,036.67,2018,858,NA
155801,21993,018.54,2018,914,NA
155804,22465,036.48,2018,907,
155809,22891,032.85,2018,845,NA
155812,19846,039.87,2018,10,"no milk but large nipples, recently lac"
155816,20220,039.34,2018,1037,NA
155850,20523,039.76,2018,1004,
155851,21169,039.92,2018,921,
155852,21273,039.38,2018,932,
155856,22425,037.14,2018,912,
155857,22469,015.84,2018,1122,
155860,23672,036.29,2018,1039,
155863,20948,040.44,2018,957,NA
155865,20295,039.46,2018,9,NA
155870,22758,039.48,2018,938,NA
155873,20804,038.88,2018,1005,NA
155876,20685,036.15,2018,1127,NA
155878,23760,038.96,2018,1145,NA
155888,23072,018.41,2018,946,"injected w/OXT for milk, blood at injection site"
155889,19587,037.64,2018,957,injected w/OXT for milk
155890,20389,024.59,2018,104,inject w/OXT for milk
155901,23781,038.37,2018,956,NA
155905,13208,039.20,2018,175,NA
155907,21923,033.96,2018,1028,NA
155908,21603,031.17,2018,92,NA
155909,20838,037.19,2018,955,NA
155911,19991,038.92,2018,1112,NA
155949,23618,040.39,2018,1005,OWNS A4
155950,23196,034.08,2018,11,NA
155951,23618,037.97,2018,1616,NA
155952,20286,038.28,2018,111,NA
155953,23370,033.01,2018,1124,NA
155955,19411,036.90,2018,1143,NA
155956,21922,018.45,2018,84,+ ethanol poop vial
155957,13229,033.84,2018,849,+ ethanol poop vial
155958,23426,040.07,2018,904,+ ethanol poop vial
155959,20073,032.66,2018,911,+ ethanol poop vial
155960,22039,034.30,2018,916,+ ethanol poop vial
155961,23359,038.48,2018,924,+ ethanol poop vial
155962,20069,038.83,2018,932,+ ethanol poop vial
155963,20072,039.88,2018,953,+ ethanol poop vial
155964,23196,038.00,2018,943,"no weight, + ethanol poop vial"
155966,22636,033.52,2018,1012,NA
155969,20286,036.03,2018,1037,+ ethanol poop vial
155971,20281,031.24,2018,1053,NA
155973,23251,033.20,2018,1131,+ ethanol poop vial
155974,22543,037.79,2018,1017,NA
155976,20046,032.90,2018,1156,+ ethanol poop vial
155977,19508,032.75,2018,12,+ ethanol poop vial
155978,20033,038.61,2018,NA,NA
155979,23072,031.92,2018,1205,+ ethanol poop vial
155980,21370,037.95,2018,1032,NA
155981,23524,031.12,2018,1043,NA
155983,20389,037.16,2018,1056,NA
155984,11678,033.73,2018,11,NA
155985,20663,037.94,2018,1107,NA
155986,20843,037.22,2018,9,NA
155987,20047,038.81,2018,907,NA
155988,20751,033.31,2018,92,NA
155989,20749,033.60,2018,925,NA
155990,12357,033.42,2018,933,NA
155992,21964,039.54,2018,952,NA
155993,20601,033.09,2018,10,NA
155994,20602,038.19,2018,1007,NA
155995,19432,037.33,2018,1014,NA
155996,22756,033.61,2018,1023,NA
155997,20889,031.78,2018,1027,NA
155998,19587,032.51,2018,1034,NA
155999,22506,038.84,2018,1038,NA
156000,21240,033.71,2018,1046,NA
156001,23201,039.03,2018,105,NA
156002,11962,019.82,2018,1057,NA
156003,11375,036.39,2018,1103,NA
156004,12974,038.82,2018,1108,NA
156005,20751,040.29,2018,1114,NA
156007,21398,036.31,2018,1127,NA
156008,22251,034.26,2018,1017,NA
156009,13023,036.26,2018,1122,NA
156011,21995,033.03,2018,1123,NA
156012,22290,038.15,2018,1132,NA
156013,20395,038.56,2018,1136,NA
156014,21029,031.13,2018,1141,NA
156015,22165,038.22,2018,1151,NA
156017,21992,033.00,2018,1159,NA
156018,19857,032.01,2018,1204,NA
156019,19420,039.70,2018,122,NA
156020,21465,038.64,2018,1224,NA
156022,21895,038.01,2018,1235,NA
156029,13310,033.28,2018,1117,NA
156031,23474,037.39,2018,1826,OFT; urine collect
156034,19943,033.02,2018,914,NA
156035,23547,039.90,2018,1732,OFT; no urine; 12 poops (17:43)
156036,22150,033.22,2018,92,NA
156037,22021,039.89,2018,932,NA
156038,21085,037.31,2018,1042,NA
156046,20770,036.49,2018,1725,NA
156047,20770,037.62,2018,1025,NA
156048,19411,031.86,2018,1033,NA
156049,20760,032.83,2018,1044,NA
156050,21965,036.82,2018,1051,NA
156051,20761,038.20,2018,1058,NA
156052,22803,031.20,2018,1102,NA
156054,19531,037.03,2018,1121,NA
156055,20823,038.74,2018,113,NA
156056,19871,038.80,2018,1134,NA
156057,23101,033.49,2018,1143,NA
156058,22541,037.86,2018,1151,NA
156059,19421,040.26,2018,1206,NA
156060,20820,040.26,2018,1213,NA
156061,20264,033.47,2018,112,NA
156062,22660,038.63,2018,1223,NA
156063,23686,031.21,2018,1235,NA
156064,20417,038.29,2018,1239,NA
156072,23473,038.95,2018,182,ESCAPED
156074,13579,037.05,2018,1211,NA
156079,13208,033.75,2018,1054,
156080,13229,033.76,2018,922,
156081,19508,028.69,2018,113,
156082,20046,026.75,2018,1141,
156083,20069,029.10,2018,1104,
156084,20072,023.33,2018,959,
156085,20073,039.55,2018,94,
156086,20281,025.59,2018,954,
156087,20286,032.70,2018,927,
156088,20439,031.06,2018,1151,
156089,21922,023.00,2018,918,
156090,22039,033.15,2018,943,
156091,22215,028.86,2018,1232,
156092,22574,032.48,2018,914,
156093,23072,029.20,2018,1133,
156094,23196,027.25,2018,1003,
156095,23251,027.15,2018,1148,
156096,22876,027.18,2018,1008,
156097,23359,023.44,2018,95,
156098,23426,032.10,2018,927,
156099,23544,026.50,2018,1155,
156100,11375,033.32,2018,1038,
156101,11962,033.56,2018,1033,
156102,12357,037.83,2018,915,
156103,12357,035.74,2018,1104,
156104,19432,039.08,2018,95,
156105,19587,033.51,2018,1007,
156107,20047,039.53,2018,1052,
156108,20488,033.14,2018,10,
156109,20601,038.13,2018,1116,
156110,20602,038.78,2018,941,
156111,20751,031.34,2018,902,
156112,20843,033.85,2018,1048,
156113,20889,038.14,2018,1123,
156114,21240,025.78,2018,1021,
156115,21398,031.82,2018,934,
156116,21816,039.60,2018,1045,
156117,21964,026.83,2018,924,
156118,22506,038.93,2018,1012,
156119,22756,038.60,2018,955,
156120,23201,034.63,2018,1027,
156121,23786,040.12,2018,92,
156134,22200,037.58,2018,1045,NA
156135,22510,029.56,2018,1131,NA
156136,21246,038.09,2018,1207,NA
156137,20255,036.33,2018,1222,NA
156149,22428,036.44,2018,949,NA
156150,22352,040.45,2018,1205,NA
156151,23686,039.99,2018,1731,NA
156152,21556,038.17,2018,1219,NA
156154,20770,034.52,2018,902,NA
156155,20417,025.66,2018,914,NA
156157,19411,036.58,2018,928,NA
156158,20760,039.01,2018,931,NA
156159,20761,033.44,2018,937,NA
156160,22803,027.37,2018,946,NA
156161,13427,037.13,2018,952,NA
156162,23473,037.45,2018,1635,OFT/QMR/RMR
156184,22636,033.91,2018,926,NA
156185,22543,039.57,2018,938,NA
156186,20033,036.74,2018,943,NA
156187,21370,038.85,2018,948,NA
156188,20287,033.70,2018,959,NA
156190,20389,032.91,2018,957,NA
156191,19531,035.64,2018,1008,NA
156193,11678,032.58,2018,1005,NA
156194,19871,038.51,2018,1015,NA
156195,20663,031.42,2018,1015,NA
156196,23101,028.72,2018,1021,NA
156197,22541,033.21,2018,1026,NA
156199,11965,033.13,2018,1057,NA
156200,13310,039.44,2018,1055,NA
156201,19421,033.64,2018,1045,NA
156204,20820,015.49,2018,1047,NA
156205,22290,039.23,2018,1117,NA
156206,21029,038.97,2018,1123,NA
156207,20601,039.97,2018,1131,rattle in distance
156208,22165,038.38,2018,1141,NA
156209,21992,039.18,2018,1147,NA
156210,19857,033.57,2018,1156,NA
156211,20388,031.61,2018,1203,NA
156212,23524,038.24,2018,12,NA
156214,19420,032.24,2018,1214,NA
156215,20264,028.55,2018,1059,NA
156216,21465,038.02,2018,1223,NA
156217,22660,035.45,2018,1104,NA
156220,21895,037.07,2018,1112,NA
156221,20761,038.53,2018,1121,NA
156222,23524,033.54,2018,2136,OFT/QMR/RMR PV 000.12 PV 0006
156223,23523,038.07,2018,2228,OFT/QMR/RMR PV 002.39 PT 0510
156235,22497,032.72,2018,959,NA
156236,21583,038.26,2018,1119,NA
156240,21967,036.77,2018,2114,NA
156241,23788,037.68,2018,2226,FR;juv from K.1 litter missed @ N2?; OFT/QMR/RMR
156244,23621,038.23,2018,1742,brought to MAMMAL for RMR PT 000.63 PV 0238
156246,23543,027.10,2018,2152,Brought to MAMMAL for RMR PV 001.42 PT 0344
156252,23508,000.08,2018,2034,Brought to MAMMAL for RMR PV 000.08 PT 0023
156271,23544,038.08,2018,212,Brought to MAMMAL for RMR; PV 000.45 PT 0239
156273,23541,032.87,2018,223,Brought to MAMMAL for RMR
156274,20415,034.39,2018,923,NA
156275,21599,031.04,2018,103,NA
156276,20184,023.03,2018,111,NA
156278,13401,027.35,2018,113,NA
156300,19974,031.10,2018,1039,NA
156301,20307,035.06,2018,1223,NA
156305,23655,038.65,2018,2054,OFT/QMR/RMR
156306,23523,032.20,2018,1235,stress challenge
156307,23524,038.36,2018,NA,stress challenge
156361,23601,002.10,2018,2307,QMR/RMR; PV 001.26 PT 0308
156362,23515,000.20,2018,259,QMR/RMR in MAMMAL
156363,23638,000.50,2018,117,QMR/RMR in MAMMAL; PV 000.44 PT 0500
156372,23410,001.38,2018,109,NA
156374,22759,031.43,2018,1042,NA
156375,23027,033.89,2018,111,NA
156387,23655,039.59,2018,133,stress challenge
156388,23788,038.87,2018,1419,stress challenge
156395,23621,032.04,2018,1144,STRESS CHALLENGE
156396,13229,039.73,2018,1051,NA
156400,23678,032.57,2018,2235,Taken to MAMMAL for RMR
156402,23541,028.63,2018,1325,"STRESS CHALLENGE, ESCAPED BEFORE LAST BLEED"
156403,23544,029.09,2018,1301,STRESS CHALLENGE
156404,23543,030.89,2018,1513,STRESS CHALLENGE
156406,23618,035.37,2018,1543,STRESS CHALLENGE
156409,22569,030.61,2018,1422,NA
156411,23508,035.40,2018,11,STRESS CHALLENGE
156413,21435,023.15,2018,1129,NA
156420,22052,025.62,2018,1013,NA
156421,21930,027.05,2018,1051,NA
156422,22389,035.20,2018,1105,NA
156423,13142,031.28,2018,1404,NA
156424,20863,030.85,2018,935,NA
156425,22209,035.36,2018,1014,NA
156426,21153,030.96,2018,1116,NA
