trapping_id,squirrel_id,poop_id,year,poop_time,comments
84003,13667,P3077,2008,NA,P3077 (17:48); FMR I
84004,8425,P1923,2008,NA,released; no mass; ETOH P1923 9:30
84005,8486,P2004,2008,NA,P2004;9:38am;FR
84006,8493,P1962,2008,NA,P1962 ETOH;12:14am; Bk/O from 2007; Rg
84007,8662,P1952,2008,NA,P1952 ETOH;11:45am
84008,8663,P1974,2008,NA,P1974 (21:30)
84010,8670,P2020,2008,NA,P2020 ETOH;11:29am; no mass
84012,10167,P1925,2008,NA,P1925 (21:49); RMR
84013,10169,P1999,2008,NA,Released;P1999 ETOH;10:27am
84014,10213,P1972,2008,NA,P1972 ETOH;11:10u
84015,10305,P3203,2008,NA,P3203 (823 h); Poop not on ice (froze
84016,10320,P2956,2008,NA,P2956 (1023 h)
84017,10324,P2066,2008,NA,No mass;released;P2066 ETOH;9:53am
84018,10365,P2094,2008,NA,P2094 ETOH;10:12am
84019,10378,P1947,2008,NA,ETOH P194710:00
84022,10390,P2092,2008,NA,P2092 (22:00); P2064 (ETOH); RMR
84022,10390,P2064,2008,NA,P2092 (22:00); P2064 (ETOH); RMR
84023,10402,P1981,2008,NA,ETOH P1981 9:00
84024,10416,P1986,2008,NA,ETOH P1986 10:11
84026,10569,P2073,2008,NA,P2073  ETOH;P1936;11:35am; no mass
84026,10569,P1936,2008,NA,P2073  ETOH;P1936;11:35am; no mass
84027,10631,P2045,2008,NA,released; no mass;ETOH P2045 10:20
84028,10645,P1983,2008,NA,P1983 ETOH;10:59a
84029,10678,P1915,2008,NA,released;no mass;P1915 ETOH 10:34am; a
84030,10717,P3047,2008,NA,ETOH P3047 9:32
84032,10745,P1911,2008,NA,P1911 ETOH;10:41am;released;no mass
84034,10750,P1961,2008,NA,ETOH P1961 9:54
84036,11192,P2009,2008,NA,ETOH P2009 9:40
84037,11809,P1935,2008,NA,No mass;released;P1935 ETOH;9:16am
84038,13654,P2034,2008,NA,released;no mass; ETOH P2034 9:25
84039,8658,P1907,2008,NA,P1907 9:10; P0
84041,10102,P1970,2008,NA,P1970 9:45; P0
84043,10706,P1955,2008,NA,P1955 8:45; lac? couldn't get milk; P0
84045,13683,P2002,2008,NA,"P2002 11:00; no milk, weaned?"
84047,8576,P1867,2008,NA,P1867 (17:56); FMR I
84050,8732,P2046,2008,NA,P2046 9:04
84051,10137,P1998,2008,NA,P1998 8:37
84053,10183,P1931,2008,NA,P1931 (17:46); FMR I
84058,10369,P1971,2008,NA,P1971 9:20
84059,10374,P1951,2008,NA,P1951 (17:36); FMR I
84064,8559,P1900,2008,NA,Released;no mass;P1900 ETOH;10:09am
84065,8620,P1959,2008,NA,P1959 ETOH;P1910;11:15am
84065,8620,P1910,2008,NA,P1959 ETOH;P1910;11:15am
84066,8622,P1945,2008,NA,Released;no mass;P1945 ETOH;11:37am
84068,10069,P1969,2008,NA,Released;no mass;P1969 ETOH;9:43am
84069,10168,P2193,2008,NA,P2193 (21:45); RMR
84070,10253,P3109,2008,NA,P3109 ETOH;11:04am
84071,10260,P1946,2008,NA,P1946;9:57am
84072,10307,P3004,2008,NA,P3004 ETOH;10:25am
84074,10407,P2191,2008,NA,P2191 (22:06); RMR
84075,10678,P1898,2008,NA,P1898 ETOH-9:30am
84078,12083,P3193,2008,NA,P3193;10:48am
84084,10722,P1919,2008,NA,P1919 (20:06)
84093,13667,P1909,2008,NA,P1909 (18:38)
84094,8468,P2082,2008,NA,Released;no mass;P2082;11:17am
84095,8663,P1964,2008,NA,P1964 ETOH;9:44am;barely lac
84096,10112,P1912,2008,NA,P1912 ETOH;10:16am
84097,10118,P2095,2008,NA,Barely scr.;P2095 ETOH;9:11am
84098,10216,P1967,2008,NA,P1967 ETOH;10:02am
84099,10270,P2027,2008,NA,P2027;8:16am
84100,10367,P2085,2008,NA,Released;no mass;P2085 ETOH;9:20am
84101,10761,P1943,2008,NA,P1943 ETOH;10:44am
84102,10762,P2083,2008,NA,P2083 ETOH;11:00am;ran towards U2
84103,13692,P1903,2008,NA,P1903;10:30am
84114,13665,P2126,2008,NA,P2126 10:05
84121,10140,P2026,2008,NA,P2026 8:51; could not get milk but may
84125,10265,P2018,2008,NA,P2018 10:14; could not get milk but ma
84131,8714,P2099,2008,NA,P2099 9:10
84132,10638,P2088,2008,NA,P2088 9:45
84134,8565,P2109,2008,NA,P2109;8:59am
84135,10168,P1949,2008,NA,Nips a bit flaky;P1949 ;8:37am
84146,8733,P1995,2008,NA,P1995 9:09
84147,10121,P2179,2008,NA,P2179 8:17
84150,10285,P2196,2008,NA,P2196 (12:19); FMR I
84151,10317,P2139,2008,NA,P2139 8:51
84152,10369,P2170,2008,NA,P2170 (12:04); FMR I
84153,10391,P2146,2008,NA,P2146 8:26
84159,10395,P2159,2008,NA,P2159 9:14
84164,12049,P2183,2008,NA,P2183 9:00
84166,8443,P2141,2008,NA,P2141 (1758); FMR I
84168,8633,P2065,2008,NA,P2065 (1754); FMR I
84170,10657,P2187,2008,NA,P2187 (1745); FMR I
84176,10399,P2119,2008,NA,P2119 (2211); RMR
84179,10285,P2221,2008,NA,P2221 (1438); FMR F
84180,10369,P2223,2008,NA,P2223 (1652); FMR F
84181,8443,P2206,2008,NA,P2206 (2028); FMR F
84182,8633,P2192,2008,NA,P2192 (1858); FMR F
84184,10657,P2108,2008,NA,P2108 (1838); FMR F
84188,8541,P3455,2008,NA,New owner;P3455;11:27am
84189,8541,P1927,2008,NA,P1927 (1455 h); Fecal not in freezer u
84191,8726,P3380,2008,NA,P3380;9:03am
84193,10112,P3485,2008,NA,Released;no mass;P3485;9:50am
84194,10126,P3389,2008,NA,P3389;9:36am
84195,10188,P3241,2008,NA,Released;no mass;P3241 ETOH;9:18am
84196,10215,P2115,2008,NA,P2115 ETOH;10:00am
84197,10237,P3220,2008,NA,Released;no mass;P3220 ETOH;10:49am
84198,10269,P2102,2008,NA,P2102 ETOH;P3366;10:39am
84198,10269,P3366,2008,NA,P2102 ETOH;P3366;10:39am
84199,10270,P3238,2008,NA,Released;no mass;P3238 ETOH;11:10am
84200,10384,P3327,2008,NA,Released;no mass;P3327 ETOH;10:13am
84202,10960,P2147,2008,NA,P2147;12:00am
84203,13653,P3392,2008,NA,P3392 ;10:30am
84206,8634,P3376,2008,NA,P3376 10:40
84211,11182,P3523,2008,NA,P3523 11:05
84213,8447,P2003,2008,NA,P2003 11:15
84216,8676,P1950,2008,NA,P1950 9:20
84217,10080,P1940,2008,NA,P1940 9:10
84218,10096,P1906,2008,NA,P1906 9:30; weaned
84219,10156,P2047,2008,NA,Wean/non-lac; P2047 10:10
84220,10636,P3083,2008,NA,Wean; P3083 10:30
84222,10727,P1902,2008,NA,P1902 11:10; wean?
84223,10140,P2052,2008,NA,P2052 9:32
84224,10181,P2194,2008,NA,P2194 8:41
84225,10182,P2219,2008,NA,P2219 9:25
84227,10342,P3372,2008,NA,Released;P3372 8:49
84228,10375,P3285,2008,NA,P3285 8:31
84231,10748,P3268,2008,NA,P3268 8:58
84232,11202,P3237,2008,NA,P3237 9:56
84233,8445,P2153,2008,NA,P2153 8:47
84235,8510,P2217,2008,NA,No mass; P2217 11:00
84236,8525,P2077,2008,NA,Released; P2077 10:30
84240,8715,P2177,2008,NA,P2177 8:50
84243,10190,P2157,2008,NA,P2157 9:10
84244,10277,P2106,2008,NA,Released; P2106 9:00
84245,10676,P2178,2008,NA,P2178 10:00
84246,10691,P3008,2008,NA,Released; P3008 9:20
84247,8621,P3362,2008,NA,Released;no mass;P3362 ETOH;11:16am
84248,10237,P2214,2008,NA,P2214 ETOH;10:04am
84249,10352,P3481,2008,NA,P3481;10:48am
84250,10353,P3495,2008,NA,P3495;10:40am
84251,10398,P3432,2008,NA,P3432 ETOH;9:35am
84252,10569,P3209,2008,NA,Released;no mass;P3209 ETOH;10:25am
84253,11164,P1941,2008,NA,P1941;10:16am
84255,10077,P1922,2008,NA,P1922 11:10
84256,10102,P1934,2008,NA,P1934 11:00
84257,10127,P2885,2008,NA,P2885 10:20; wean
84259,10292,P1916,2008,NA,"P1916 10:00; looked lac, LP, but no mi"
84260,10321,P2067,2008,NA,P2067 10:35; looked lac but no milk
84262,10422,P2043,2008,NA,P2043
84263,8680,P3417,2008,NA,P3417 (1129 h)
84264,8727,P3105,2008,NA,P3105 (1119 h)
84265,8733,P3273,2008,NA,P3273 (1109 h); no mass
84266,10342,P3463,2008,NA,P3463 (838 h)
84267,8528,P2091,2008,NA,Released; P2091 10:00
84268,8608,P2146,2008,NA,no mass; P2146 8:50
84269,8617,P1908,2008,NA,P1908 9:40
84272,8468,P3484,2008,NA,P3484 (1516 h); ? HT; OFT 4; 1 Fec. Pe
84273,8565,P3232,2008,NA,P3232; 11:01am
84277,10646,P3368,2008,NA,P3368 (1548 h); HT 14 s; OFT 5; 0 Fec.
84278,8462,P3428,2008,NA,P3428 11:00
84279,8504,P3494,2008,NA,P3494 10:00
84280,10713,P3519,2008,NA,P3519 11:20
84281,11170,P2131,2008,NA,P2131 10:20
84282,11182,P3420,2008,NA,P3420 9:45
84284,8467,P3415,2008,NA,P3415 10:00
84285,10165,P3215,2008,NA,P3215 9:45
84286,10226,P3404,2008,NA,P3404 10:10
84287,10417,P3401,2008,NA,P3401 9:35
84303,8505,P2113,2008,NA,P2113 10:20
84304,10264,P3397,2008,NA,P3397 10:40
84310,8614,P1904,2008,NA,P1904 10:00
84311,10223,P3293,2008,NA,P3293 9:45
84312,8572,P3434,2008,NA,P3434 9:52
84313,8592,P3259,2008,NA,P3259 10:11
84314,8728,P3456,2008,NA,P3456 8:46
84315,8732,P3250,2008,NA,P3250 8:37
84317,10138,P2129,2008,NA,P2129 8:59
84319,10318,P3405,2008,NA,P3405 9:23
84326,8643,P2163,2008,NA,released; P2163 11:30
84328,8651,P2167,2008,NA,released; P2167 9:40
84330,10087,P2056,2008,NA,P2056 8:20
84333,10393,P2148,2008,NA,no mass; P2148 10:00
84334,13673,P2055,2008,NA,P2055 9:00
84336,8540,P3430,2008,NA,Other squirrel has colors;P3430;9:21am
84339,10119,P2122,2008,NA,P2122;9:48am
84340,10188,P3464,2008,NA,P3464 ETOH;9:07am
84344,8476,P3324,2008,NA,P3324 9:55
84345,8636,P3244,2008,NA,P3244 11:30
84346,8646,P3482,2008,NA,P3482 11:20
84347,8657,P3371,2008,NA,P3371 11:50
84350,10086,P3377,2008,NA,P3377 10:15
84353,8595,P3363,2008,NA,P3363 9:40; trapped at E16
84354,8598,P3216,2008,NA,P3216 10:00; P0
84355,8611,P3416,2008,NA,P3416 9:15
84356,8746,P3257,2008,NA,P3257 9:50
84359,10688,P3384,2008,NA,P3384 9:00
84362,8477,P3475,2008,NA,P3475 11:00
84363,8494,P3323,2008,NA,P3323 9:00; no mass
84364,8495,P3222,2008,NA,P3222 10:22
84365,8510,P3530,2008,NA,P3530 10:05; released
84371,10152,P3412,2008,NA,At stake. P3412 8:50; Released
84373,10205,P2038,2008,NA,P2038 10:30; no mass
84375,10338,P2889,2008,NA,P2889 9:31
84377,10429,P3388,2008,NA,P3388 10:00; released
84382,10240,P2098,2008,NA,P2098 8:55
84385,8557,P3264,2008,NA,P3264;11:40am;new owner
84386,8656,P3346,2008,NA,P3346;9:46am
84387,8691,P3500,2008,NA,P3500 (1715 h)
84393,10402,P3382,2008,NA,P3382;10:31am
84395,10701,P3521,2008,NA,P3521;9:33am
84396,8505,P3361,2008,NA,P3361 9:25
84417,10686,P2185,2008,NA,P2185 10:08
84427,8601,P3457,2008,NA,P3457 925; released
84432,10206,P3318,2008,NA,P3318 841
84435,10338,P2173,2008,NA,P2173 917; released; trapped at stake
84439,10586,P3511,2008,NA,P3511
84443,13670,P3217,2008,NA,No mass; P3217 1020
84445,10114,P3471,2008,NA,P3471 (1034h)
84446,10141,P2210,2008,NA,P2210 (1102 h)
84455,8636,P3271,2008,NA,P3271 11:30
84456,10065,P3364,2008,NA,P3364 11:00
84465,8720,P3310,2008,NA,HT 15 s; OFT 10; P3310 (1523 h); 0 Fec
84466,10155,P2140,2008,NA,P2140;10:12am
84468,10355,P3439,2008,NA,HT 17 s;  OFT 11; P3439 (1600 h); 1 Fe
84471,10463,P3213,2008,NA,P3213;10:36am
84472,10569,P3277,2008,NA,P3277;10:56am
84473,10717,P3286,2008,NA,P3286;10:22am
84476,10308,P3219,2008,NA,P3219 10:10
84477,10311,P3236,2008,NA,P3236 10:20
84478,10336,P3212,2008,NA,P3212 10:50
84479,10712,P3239,2008,NA,P3239 10:00
84480,13663,P3315,2008,NA,P3315 10:40
84484,8703,P3214,2008,NA,P3214 1002
84487,10140,P3514,2008,NA,P3514 1047
84489,10183,P3506,2008,NA,P3506 936
84491,10411,P3319,2008,NA,P3319 1121
84493,13680,P3313,2008,NA,P3313 1017
84501,13672,P1583,2008,NA,P1583 9:41
84506,8620,P3312,2008,NA,P3312;10:17am
84510,10112,P3402,2008,NA,HT 16 s; OFT 13; P3402 (1353 h); 0 Fec
84511,10167,P3498,2008,NA,P3498 940
84512,10253,P3229,2008,NA,P3229;9:18am
84515,10407,P3411,2008,NA,P3411;9:05am
84517,10606,P3491,2008,NA,HT 11 s; OFT 14; P3491 (1450 h); 11 Fe
84518,10627,P3436,2008,NA,HT 23 s; OFT 15; P3436 (1420); 0 Fecal
84529,8691,P3424,2008,NA,Released;no mass;P3424;10:59am
84530,8755,P3442,2008,NA,13 HT; OFT 16; P3442 (1458 h); 0 Fecal
84531,10111,P3435,2008,NA,HT 23 s; OFT 18; P3435 (1642 h); 0 Fec
84532,10112,P3333,2008,NA,P3333;9:14am
84533,10171,P3532,2008,NA,2 HT; OFT 17; P3532 (1536 h); 3 Fecal
84535,10571,P2102,2008,NA,Rgt ear ripd;P2102;9:43am
84537,10645,P3353,2008,NA,P3353;9:56am
84538,8658,P3431,2008,NA,P3431 11:30
84539,8660,P3342,2008,NA,P3342 11:40
84541,10203,P3305,2008,NA,P3305 9:50
84542,10331,P3451,2008,NA,P3451 9:10
84543,10706,P3505,2008,NA,P3505 9:40
84544,13683,P3449,2008,NA,P3449 10:10
84545,8727,P3262,2008,NA,P3262 9:54
84546,8733,P3525,2008,NA,P3525 9:45
84549,10317,P3311,2008,NA,P3311 9:18
84552,10391,P3373,2008,NA,P3373 8:58
84555,10722,P3329,2008,NA,P3329 9:33
84570,8493,P2184,2008,NA,Really infected ear;P2184;10:09am
84573,8631,P3328,2008,NA,P3328 952; released
84575,10215,P2103,2008,NA,13 s HT; OFT 19; P2103 (1535 h); 3 Fec
84578,10304,P3391,2008,NA,P3391;9:36am
84579,10384,P3352,2008,NA,21 s HT; OFT 20; P3352 (1605 h); 0 Fec
84581,10624,P3517,2008,NA,P3517 (1511 h)
84583,10678,P3288,2008,NA,P3288 900
84596,10231,P1783,2008,NA,P1783 9:27
84600,10699,P3337,2008,NA,P3337 8:57
84603,12049,P2125,2008,NA,P2125 8:49
84604,13675,P3226,2008,NA,P3226 8:41
84609,10112,P3474,2008,NA,19 s HT; OFT 25; P3474 (1650 h); 9 Fec
84610,10216,P3354,2008,NA,26 s HT; OFT 23; P3354 (1530 h); 0 Fec
84615,10606,P3418,2008,NA,4 s HT; OFT 23; P3418 (1600 h); 5 Feca
84618,8634,P3282,2008,NA,P3282 10:35
84620,8590,P3265,2008,NA,P3265 10:40
84621,10242,P3280,2008,NA,P3280 9:10
84624,10452,P3381,2008,NA,P3381 10:20
84627,8577,P3462,2008,NA,P3462 933
84629,8648,P3315,2008,NA,P3315 857
84633,10147,P2210,2008,NA,P2210 945
84638,10377,P3443,2008,NA,P3443 1016
84644,10190,P3283,2008,NA,P3283 9:08
84650,8497,P1982,2008,NA,P1982 (1520 h)
84652,10213,P3211,2008,NA,9 s HT; OFT 27; P3211 (1541 h);  0 Fec
84654,10353,P2145,2008,NA,11 s HT; OFT 26; P2145 (1455 h); 7 Fec
84661,10080,P3510,2008,NA,"P3510 9:50; LAC? looks lac, but no mil"
84662,10636,P1246,2008,NA,P1246 9:30
84663,10727,P3421,2008,NA,P3421 10:40
84665,8680,P3502,2008,NA,P3502 P2111 835
84665,8680,P2111,2008,NA,P3502 P2111 835
84669,10273,P3355,2008,NA,P3355 930
84680,8690,P3516,2008,NA,P3516 (938 h)
84682,10168,P3458,2008,NA,P3458 (1006 h)
84684,10399,P3326,2008,NA,P3326 (1002 h)
84686,10077,P3365,2008,NA,P3365 10:40
84687,10102,P3343,2008,NA,P3343 9:20
84688,10127,P3507,2008,NA,P3507 8:40
84689,10148,P3279,2008,NA,P3279 10:15
84690,10156,P3255,2008,NA,P3255 9:45
84691,10321,P3284,2008,NA,P3284 10:25
84697,10177,P3249,2008,NA,P3249 904
84702,10342,P3415,2008,NA,P3415 835
84703,10408,P3509,2008,NA,P3509 940
84721,8565,P3522,2008,NA,P3522 10:30
84724,10416,P3296,2008,NA,P3296 10:13
84728,10082,P3231,2008,NA,P3231 1050
84730,8498,P3344,2008,NA,P3344 10:00
84731,10095,P3294,2008,NA,P3294 10:10
84732,10165,P3301,2008,NA,P3301 9:30
84733,10226,P3445,2008,NA,P3445 9:20
84741,8503,P3487,2008,NA,P3487;10:37am
84746,10167,P3508,2008,NA,P3508 945
84750,10364,P3248,2008,NA,P3248;10:48am
84752,10762,P3242,2008,NA,Released;no mass;P3242;9:37am
84755,13660,P3260,2008,NA,P3260 1023
84763,8611,P3359,2008,NA,P3359 10:00
84769,11183,P3378,2008,NA,P3378 9:20
84770,13688,P3501,2008,NA,P3501 9:40
84774,8529,P3218,2008,NA,P3218 8:56
84777,8647,P3299,2008,NA,P3299 9:07
84785,10167,P2207,2008,NA,0 s HT; OFT 30; P2207 (1432 h); 4 BIG
84789,8505,P2593,2008,NA,P2593 11:05
84793,10264,P3295,2008,NA,P3295 10:45
84800,10713,P3395,2008,NA,P3395 9:35
84801,11170,P2592,2008,NA,P2592 11:00
84804,8572,P3473,2008,NA,P3473 1015; NO MASS
84806,8582,P3457,2008,NA,P3457 (908); No Mass
84807,8592,P3390,2008,NA,P3390 950
84812,10161,P3304,2008,NA,P3304 920
84813,10318,P3466,2008,NA,P3466
84817,8626,P3210,2008,NA,P3210 9:38
84824,11208,P3488,2008,NA,P3488 11:20
84827,8524,P2535,2008,NA,Released; P2535 940
84828,8656,P2229,2008,NA,P2229 922
84830,8668,P2384,2008,NA,P2384 945
84833,10259,P3367,2008,NA,29 s HT; OFT 33; P3367 (1438 h); 0 Fec
84835,10399,P2282,2008,NA,3 s HT; OFT 35; P2282 (1645 h); 1 Feca
84837,10403,P2322,2008,NA,12 s HT; OFT 34; P2322 (1621 h); 4 big
84838,10407,P2345,2008,NA,P2345 854
84839,10649,P3297,2008,NA,10 s HT; OFT 36; P3297 (1722 h); 2 Fec
84846,8598,P2152,2008,NA,P2152 10:20
84847,8746,P2220,2008,NA,P2220 9:50
84849,10401,P3339,2008,NA,P3339 9:40
84850,10688,P2186,2008,NA,P2186 9:15
84862,10586,P2347,2008,NA,P2347 11:38
84867,8726,P3337,2008,NA,Released; P3337 (1714 h)
84868,10100,P3303,2008,NA,Released; P3303 (1719 h)
84872,10368,P2277,2008,NA,0 s HT; OFT 37; P2277 (1636 h); 4 Fec.
84880,10140,P3243,2008,NA,P3243 9:00
84881,10181,P3468,2008,NA,P3468 10:00
84883,10374,P2133,2008,NA,P2133 8:40
84885,10410,P3483,2008,NA,P3483 10:18
84889,8512,P2292,2008,NA,P2292 10:15
84893,10929,P2308,2008,NA,P2308 9:21
84898,8524,P3386,2008,NA,P3386 (1649 h)
84901,8620,P3281,2008,NA,P3281 (1711 h)
84902,8690,P2552,2008,NA,2 s HT; OFT 38; P2552 (1215 h); 0 Feca
84909,10402,P2274,2008,NA,0 s HT; OFT 41; P2274 (1630 h); 1 Feca
84910,10467,P3489,2008,NA,16 s HT; OFT 40; P3489 (1548 h); 6 (bi
84911,10678,P3369,2008,NA,19 s HT; OFT 39; P3369 (1518 h); 7 (bi
84915,8636,P2150,2008,NA,P2150 9:30
84920,10308,P3240,2008,NA,P3240 9:10
84924,10712,P2456,2008,NA,"released, caught today; P2456 10:20"
84928,13684,P2208,2008,NA,P2208 10:05
84932,8516,P2435,2008,NA,P2435 10:22 At stake. Chased by B!/P!
84933,8525,P2270,2008,NA,P2270 9:50
84935,8601,P2344,2008,NA,P2344 10:09
84943,8691,P2235,2008,NA,P2235 (1344 h); Caught near H4 stake
84944,8813,P2404,2008,NA,11 s HT; OFT 44; P2404 (1450 h); 0 Fec
84946,10407,P3452,2008,NA,15 s HT; OFT 43; P3452 (1400 h); 4 Fec
84947,10565,P2392,2008,NA,P2392 (1436 h)
84948,10751,P2463,2008,NA,13 s HT; OFT 45; P2463 (1545 h); 14 Fe
84949,11636,P2455,2008,NA,10 s HT; OFT 46; P2455 (1600 h); 14 Fe
84951,10475,P2155,2008,NA,P2155 10:15
84953,10242,P2395,2008,NA,P2395 10:10
84954,11157,P2105,2008,NA,R at C.2 1.1; P2105 9:40
84955,8518,P4338,2008,NA,P4338 920
84957,8577,P2396,2008,NA,Released; P2396 954
84959,8619,P2449,2008,NA,P2449 1007
84960,8680,P2350,2008,NA,HT 19; P2350 1018
84961,8727,P2286,2008,NA,HT 26; P2286 844
84968,10183,P2238,2008,NA,Released; P2238 1034
84969,10183,P2436,2008,NA,P2436 855
84971,10285,P2394,2008,NA,P2394(919); HT 1; no mass
84972,10408,P3247,2008,NA,P3247 910
84973,10451,P2319,2008,NA,P2319 909
84976,11203,P3235,2008,NA,P3235 825
84988,8721,P2351,2008,NA,P2351 936
84989,8726,P2423,2008,NA,P2423 910
84990,8735,P2278,2008,NA,P2278 1003
84991,10081,P2371,2008,NA,P2371 923 Lump on lower r nip
84992,10112,P2252,2008,NA,P2252 1032
84996,10304,P2444,2008,NA,P2444 848
85009,10183,P2469,2008,NA,HT 24; P2469 1032
85010,10184,P2307,2008,NA,HT 9; P2307 1044
85011,10318,P2457,2008,NA,HT 28; P2457 1013; Escaped
85013,10342,P2541,2008,NA,HT 21 P2541 1004
85015,10408,P1977,2008,NA,HT 20; P1977 1150
85017,8552,P2352,2008,NA,P2352 10:00;J16 stake
85023,8745,P2400,2008,NA,P2400 (852 h)
85024,10182,P2466,2008,NA,P2466 (1135 h); Weaned nips
85025,10265,P2250,2008,NA,P2250 900
85026,10374,P2546,2008,NA,P2546 (903 h); Forgot weight; Stubby t
85027,10375,P2271,2008,NA,P2271 806
85028,10517,P2336,2008,NA,P2336 (913 h); Looks like she was lac
85029,10686,P2944,2008,NA,"P2944, P2262 (854 h)"
85029,10686,P2262,2008,NA,"P2944, P2262 (854 h)"
85030,10725,P2482,2008,NA,P2482 (1120 h)
85031,8519,P2266,2008,NA,At stake. P2266 11:11
85035,10187,P2437,2008,NA,P2437 10:19
85037,10699,P2309,2008,NA,P2309 8:36
85038,8520,P2333,2008,NA,HT 16; P2333 1009
85039,8592,P2389,2008,NA,HT 0; P2389 1043
85049,10722,P2517,2008,NA,HT 10; P2517 1108
85050,8521,P2244,2008,NA,P2244 11:15. At stake
85066,8670,P3345,2008,NA,Released;no mass;P3345(10:41am)
85069,10155,P3320,2008,NA,No mass;P3320(10:33am)
85070,10253,P3266,2008,NA,No mass;P3266(9:50am)
85072,10353,P2124,2008,NA,No mass;P2124(10:54am)
85077,10398,P3289,2008,NA,Released;no mass;P3289(10:01am)
85079,10407,P3347,2008,NA,No mass;P3347(9:36am)
85082,10650,P3396,2008,NA,No mass;new owner;P3396(9:07am)
85083,10658,P3385,2008,NA,Headed twds g10;no mass;P3385(11:18am)
85085,10701,P3291,2008,NA,No mass;no pesola;P3291(9:16am)
85087,10752,P2450,2008,NA,HT 19; P2450 10:14
85090,8590,P3499,2008,NA,P3499 9:05
85092,8658,P2451,2008,NA,P2451 10:10
85093,8660,P3536,2008,NA,Looked lac but no milk; P3536 9:20
85094,10108,P2272,2008,NA,P2272 9:55
85095,10203,P2327,2008,NA,P2327 9:45
85096,10292,P3325,2008,NA,P3325 10:45
85097,10331,P2328,2008,NA,P2328 10:30
85098,10706,P2319,2008,NA,P2319 8:50
85100,13683,P2514,2008,NA,P2514 10:20
85107,8656,P2360,2008,NA,0 s HT; OFT 47; P2360 (1415 h); 0 Feca
85109,8726,P2276,2008,NA,"11 s HT; OFT 49; P2276, P2481 (1615 h)"
85109,8726,P2481,2008,NA,"11 s HT; OFT 49; P2276, P2481 (1615 h)"
85110,10389,P2518,2008,NA,"11 s HT; OFT 48; P2518, P2408 (1455 h)"
85110,10389,P2408,2008,NA,"11 s HT; OFT 48; P2518, P2408 (1455 h)"
85112,10222,P2474,2008,NA,P2474 11:20
85115,10326,P3422,2008,NA,P3422 10:30
85117,10636,P3348,2008,NA,P3348 9:20
85119,10727,P2297,2008,NA,P2297 10:00
85121,10131,P3409,2008,NA,P3409 10:47
85126,10411,P2497,2008,NA,Released; P2497 9:55
85127,10686,P2142,2008,NA,P2142 8:34
85129,10746,P3225,2008,NA,P3225 8:44
85130,10748,P1963,2008,NA,HT 6; P1963 848
85131,11161,P2358,2008,NA,Released; P2358 9:29
85146,10406,P3423,2008,NA,16 s HT; OFT 50; P3423 (902 h); 0 Feca
85157,8565,P3470,2008,NA,P3470 (920 h); Weaned nipples
85159,8662,P2540,2008,NA,P2540(8:41am)
85160,8724,P1905,2008,NA,HT 26; p1905 1027
85163,10168,P2471,2008,NA,P2471 (950 h)
85165,10260,P2245,2008,NA,P2245 (851 h)
85167,10304,P2393,2008,NA,HT 28; OfT54;  P2393 502; FECAL PELLET
85168,10307,P2407,2008,NA,P2407 (845 h)
85171,10353,P2267,2008,NA,Released;no mass;P2267(9:06am)
85178,10645,P2516,2008,NA,P2516(9:31am)
85179,10645,P2398,2008,NA,P2398 (945 h)
85180,10679,P2545,2008,NA,P2545(9:40am)
85181,10745,P2118,2008,NA,B/w R.19. And R19. Mids;P2118(9:52am)
85182,10960,P1980,2008,NA,HT 20; OFT 52 Fecal pellets 0; P1980 3
85185,12078,P3253,2008,NA,P3253(9:16am)
85186,13653,P3438,2008,NA,P3438(10:05am)
85187,13660,P2237,2008,NA,P2237(10:17am)
85188,13692,P2384,2008,NA,HT 0; OFT 51 fecal pellets 7; P2384 30
85198,8690,P2390,2008,NA,P2390(10:07am)
85199,8723,P2539,2008,NA,HT 30; OFT 57; P2539; fecal pellets 2
85200,8813,P3447,2008,NA,P3447(9:57am); colours removed for mid
85201,10167,P3480,2008,NA,P3480(10:46am)
85202,10340,P3278,2008,NA,Released;no mass;P3278(9:47am)
85203,10344,P3340,2008,NA,P3340(9:30am)
85206,10407,P2368,2008,NA,P2368(9:28am)
85207,10456,P2522,2008,NA,New owner?;P2522(10:18am)
85209,10680,P2460,2008,NA,HT 0; OFT 59;  P2460; fecal pellets 0
85211,10752,P2405,2008,NA,HT25; OFT 55; P2405922 Fecal p0 CAM di
85212,11192,P2434,2008,NA,P2434(10:40am)
85213,11211,P2439,2008,NA,P2439(9:18am)
85219,8536,P2247,2008,NA,P2247 10:47
85220,8537,P2218,2008,NA,trapped at stake; P2218 12:00
85221,8538,P2320,2008,NA,trapped at stake; P2320 11:45
85232,8551,P2354,2008,NA,trapped at stake; P2354 12:10
85248,8630,P2318,2008,NA,trapped at stake; P2318 12:50
85289,11178,P2433,2008,NA,trapped at stake; P2433 11:30
85294,8659,P2419,2008,NA,P2419 11:15
85296,10072,P2259,2008,NA,P2259 10:00
85297,10077,P2227,2008,NA,P2227 & P2264 10:10
85297,10077,P2264,2008,NA,P2227 & P2264 10:10
85298,10102,P2495,2008,NA,P2495 9:45
85299,10127,P2254,2008,NA,P2254 9:00
85302,10321,P3335,2008,NA,P3335 9:05
85303,10422,P3309,2008,NA,P3309 9:35
85304,10688,P2412,2008,NA,P2412 10:40
85381,8598,P2414,2008,NA,P2414 10:45
