poop_id,lab,observer_id,date,dilution,volume_used,concentration,cv,plate_id,is_rerun,hormone,protocol_id
P0039,Boonstra,BJD,2011-05-31,32.3333333333333,5.6,14.847,NA,C.2011.52,FALSE,Cortisol,CB325
P0256,Boonstra,BJD,2009-03-31,9,1.6,12.148,NA,37e.LTGrid.2008.6,FALSE,Cortisol,CB91
P3139,Boonstra,BJD,2009-04-11,9,1.6,23.442,NA,C.LTGrid.2008.7,FALSE,Cortisol,CB91
P2324,Boonstra,BJD,2011-05-24,32.3333333333333,5.6,17.737,10.1,C.2011.16,FALSE,Cortisol,CB325
P2337,Boonstra,BJD,2011-05-24,32.3333333333333,5.6,26.492,7.2,C.2011.16,FALSE,Cortisol,CB325
P1467,Boonstra,BJD,2011-05-15,32.3333333333333,10,35.775,8.1,C.2011.2,FALSE,Cortisol,CB3210
12010,Boonstra,BJD,2011-05-31,32.3333333333333,5.6,19.501,10,C.2011.53,FALSE,Cortisol,CB325
A0052,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,14.976,13.9,C.2011.17,FALSE,Cortisol,CB325
A0067,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,72.412,8.6,C.2011.17,FALSE,Cortisol,CB325
A0083,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,12.728,4.1,C.2011.20,FALSE,Cortisol,CB325
A0111,Boonstra,BJD,2011-05-31,32.3333333333333,5.6,18.656,0.4,C.2011.53,FALSE,Cortisol,CB325
A0120,Boonstra,BJD,2011-05-27,32.3333333333333,5.6,35.751,7,C.2011.30,FALSE,Cortisol,CB325
A0131,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,40.322,NA,C.2011.17,FALSE,Cortisol,CB325
A0142,Boonstra,BJD,2011-05-27,32.3333333333333,5.6,9.717,19.1,C.2011.29,FALSE,Cortisol,CB325
A0145,Boonstra,BJD,2011-05-27,32.3333333333333,5.6,35.334,9.2,C.2011.29,FALSE,Cortisol,CB325
A0252,Boonstra,BJD,2011-05-31,32.3333333333333,5.6,9.782,8.2,C.2011.54,FALSE,Cortisol,CB325
A0258,Boonstra,BJD,2011-05-27,32.3333333333333,5.6,91.299,3.7,C.2011.29,FALSE,Cortisol,CB325
A0324,Boonstra,BJD,2011-05-27,32.3333333333333,5.6,19.525,NA,C.2011.29,FALSE,Cortisol,CB325
A0393,Boonstra,BJD,2011-05-31,32.3333333333333,5.6,28.159,1.3,C.2011.54,FALSE,Cortisol,CB325
A0464,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,68.628,17.2,C.2011.17,FALSE,Cortisol,CB325
A0497,Boonstra,BJD,2011-05-27,32.3333333333333,5.6,68.068,12.2,C.2011.29,FALSE,Cortisol,CB325
A0508,Boonstra,BJD,2011-05-31,32.3333333333333,5.6,20.977,3,C.2011.53,FALSE,Cortisol,CB325
A0521,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,14.068,14.9,C.2011.23,FALSE,Cortisol,CB325
A0542,Boonstra,BJD,2011-05-24,32.3333333333333,5.6,15.927,11.1,C.2011.16,FALSE,Cortisol,CB325
A0545,Boonstra,BJD,2011-05-27,32.3333333333333,5.6,29.965,5.1,C.2011.30,FALSE,Cortisol,CB325
A0589,Boonstra,BJD,2011-05-24,32.3333333333333,5.6,74.744,1.3,C.2011.16,FALSE,Cortisol,CB325
A0596,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,36.718,24,C.2011.29,FALSE,Cortisol,CB325
A0617,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,26.361,5.4,C.2011.17,FALSE,Cortisol,CB325
A0619,Boonstra,BJD,2011-05-24,32.3333333333333,5.6,74.279,5.5,C.2011.16,FALSE,Cortisol,CB325
A0635,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,112.574,14,C.2011.29,FALSE,Cortisol,CB325
A0661,Boonstra,BJD,2011-05-24,32.3333333333333,5.6,17.107,18.1,C.2011.16,FALSE,Cortisol,CB325
A0662,Boonstra,BJD,2011-05-24,32.3333333333333,5.6,2.369,10.5,C.2011.16,FALSE,Cortisol,CB325
A0666,Boonstra,BJD,2011-05-23,32.3333333333333,5.6,27.022,29.1,C.2011.17,FALSE,Cortisol,CB325
A0670,Boonstra,BJD,2011-05-23,32.3333333333333,5.6,51.237,75.6,C.2011.17,FALSE,Cortisol,CB325
A0725,Boonstra,BJD,2011-05-24,32.3333333333333,5.6,174.887,NA,C.2011.16,FALSE,Cortisol,CB325
A0728,Boonstra,BJD,2011-05-24,32.3333333333333,5.6,21.468,0.1,C.2011.16,FALSE,Cortisol,CB325
A0741,Boonstra,BJD,2011-05-22,32.3333333333333,5.6,17.512,26.5,C.2011.16,FALSE,Cortisol,CB325
A0811,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,6.296,125.6,C.2011.20,FALSE,Cortisol,CB325
A0831,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,36.872,6,C.2011.29,FALSE,Cortisol,CB325
A0840,Boonstra,BJD,2011-05-22,32.3333333333333,5.6,8.974,29.7,C.2011.7,FALSE,Cortisol,CB325
A0871,Boonstra,BJD,2011-05-31,32.3333333333333,5.6,10.614,NA,C.2011.53,FALSE,Cortisol,CB325
A0881,Boonstra,BJD,2011-05-24,32.3333333333333,5.6,5.589,1,C.2011.16,FALSE,Cortisol,CB325
A0888,Boonstra,BJD,2011-05-24,32.3333333333333,5.6,88.201,11.1,C.2011.16,FALSE,Cortisol,CB325
A0902,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,26.801,10.7,C.2011.17,FALSE,Cortisol,CB325
A0926,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,70.95,11,C.2011.17,FALSE,Cortisol,CB325
A0932,Boonstra,BJD,2011-05-23,32.3333333333333,5.6,53.816,24.3,C.2011.30,FALSE,Cortisol,CB325
A0935,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,15.779,45.7,C.2011.29,FALSE,Cortisol,CB325
A0954,Boonstra,BJD,2011-05-23,32.3333333333333,5.6,19.332,30.4,C.2011.17,FALSE,Cortisol,CB325
A1003,Boonstra,BJD,2011-05-22,32.3333333333333,5.6,10.174,22,C.2011.16,FALSE,Cortisol,CB325
A1055,Boonstra,BJD,2011-05-24,32.3333333333333,5.6,17.239,NA,C.2011.16,FALSE,Cortisol,CB325
A1122,Boonstra,BJD,2011-05-24,32.3333333333333,5.6,16.866,0.7,C.2011.16,FALSE,Cortisol,CB325
A1145,Boonstra,BJD,2011-05-24,32.3333333333333,5.6,19.129,7.8,C.2011.16,FALSE,Cortisol,CB325
A1154,Boonstra,BJD,2011-05-23,32.3333333333333,5.6,16.804,34.7,C.2011.17,FALSE,Cortisol,CB325
A1162,Boonstra,BJD,2011-05-22,32.3333333333333,5.6,13.808,28.5,C.2011.8,FALSE,Cortisol,CB325
A1287,Boonstra,BJD,2011-05-24,32.3333333333333,5.6,21.275,7,C.2011.16,FALSE,Cortisol,CB325
B0158,Boonstra,BJD,2011-05-27,32.3333333333333,5.6,64.478,24.1,C.2011.25,FALSE,Cortisol,CB325
B0312,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,37.418,NA,C.2011.22,FALSE,Cortisol,CB325
B0318,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,13.255,NA,C.2011.17,FALSE,Cortisol,CB325
B0562,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,33.747,NA,C.2011.17,FALSE,Cortisol,CB325
B0671,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,74.03,6.3,C.2011.22,FALSE,Cortisol,CB325
B1140,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,12.873,2.1,C.2011.22,FALSE,Cortisol,CB325
B1219,Boonstra,BJD,2011-05-28,32.3333333333333,5.6,27.876,14.1,C.2011.33,FALSE,Cortisol,CB325
B2225,Boonstra,BJD,2011-05-24,32.3333333333333,5.6,12.576,NA,C.2011.15,FALSE,Cortisol,CB325
B2575,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,47.814,3.1,C.2011.22,FALSE,Cortisol,CB325
B3265,Boonstra,BJD,2011-05-30,32.3333333333333,5.6,35.5,24.6,C.2011.46,FALSE,Cortisol,CB325
B3937,Boonstra,BJD,2011-05-30,32.3333333333333,5.6,8.221,23.2,C.2011.46,FALSE,Cortisol,CB325
B4000,Boonstra,BJD,2011-05-29,32.3333333333333,5.6,29.022,26.7,C.2011.42,FALSE,Cortisol,CB325
B4016,Boonstra,BJD,2011-05-29,32.3333333333333,5.6,393.679,49.8,C.2011.42,FALSE,Cortisol,CB325
B4043,Boonstra,BJD,2011-05-30,32.3333333333333,5.6,9.864,21.1,C.2011.47,FALSE,Cortisol,CB325
B4501,Boonstra,BJD,2011-05-30,32.3333333333333,5.6,37.075,38.3,C.2011.47,FALSE,Cortisol,CB325
C0403,Boonstra,BJD,2011-05-31,32.3333333333333,5.6,95.837,12.4,C.2011.54,FALSE,Cortisol,CB325
C0453,Boonstra,BJD,2011-05-31,32.3333333333333,5.6,20.205,4.9,C.2011.54,FALSE,Cortisol,CB325
C0684,Boonstra,BJD,2011-05-29,32.3333333333333,5.6,45.77,74.7,C.2011.41,FALSE,Cortisol,CB325
C1347,Boonstra,BJD,2011-05-29,32.3333333333333,5.6,41.933,17.6,C.2011.41,FALSE,Cortisol,CB325
P0034,Boonstra,BJD,2011-05-31,32.3333333333333,5.6,7.363,39.3,C.2011.52,FALSE,Cortisol,CB325
P0680,Boonstra,BJD,2011-05-31,32.3333333333333,5.6,16.02,34.8,C.2011.52,FALSE,Cortisol,CB325
P0706,Boonstra,BJD,2011-05-31,32.3333333333333,5.6,12.408,6.9,C.2011.52,FALSE,Cortisol,CB325
P0814,Boonstra,BJD,2011-05-31,32.3333333333333,5.6,14.485,NA,C.2011.52,FALSE,Cortisol,CB325
P0825,Boonstra,BJD,2011-05-31,32.3333333333333,5.6,17.25,5.8,C.2011.52,FALSE,Cortisol,CB325
P0923,Boonstra,BJD,2011-05-31,32.3333333333333,5.6,7.188,37.2,C.2011.52,FALSE,Cortisol,CB325
P1381,Boonstra,BJD,2011-06-01,32.3333333333333,5.6,36.615,27.6,C.2011.56,FALSE,Cortisol,CB325
P2378,Boonstra,BJD,2011-05-15,32.3333333333333,10,5.928,34,C.2011.2,FALSE,Cortisol,CB3210
P3006,Boonstra,BJD,2011-06-01,32.3333333333333,5.6,34.286,24.9,C.2011.56,FALSE,Cortisol,CB325
00001,Boonstra,BJD,2011-05-22,32.3333333333333,5.6,31.311,3.2,C.2011.7,FALSE,Cortisol,CB325
1-06,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,53.409,NA,C.LTGrid.2008.14,FALSE,Cortisol,CB325
1-07,Boonstra,BJD,2009-04-01,9,1.6,76.906,NA,C.2007.1,FALSE,Cortisol,CB91
10-06,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,33.422,NA,C.LTGrid.2008.14,FALSE,Cortisol,CB325
10-07,Boonstra,BJD,2009-04-01,9,1.6,64.552,NA,C.2007.1,FALSE,Cortisol,CB91
11-06,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,46.529,NA,C.LTGrid.2008.14,FALSE,Cortisol,CB325
11-07,Boonstra,BJD,2009-04-01,9,1.6,44.35,NA,C.2007.1,FALSE,Cortisol,CB91
12-06,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,58.233,NA,C.LTGrid.2008.14,FALSE,Cortisol,CB325
12-07,Boonstra,BJD,2009-04-01,9,1.6,30.35,NA,C.2007.1,FALSE,Cortisol,CB91
13-06,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,172.216,NA,C.LTGrid.2008.14,FALSE,Cortisol,CB325
13-07,Boonstra,BJD,2009-04-01,9,1.6,34.23,NA,C.2007.1,FALSE,Cortisol,CB91
14-06,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,7.664,NA,C.LTGrid.2008.14,FALSE,Cortisol,CB325
14-07,Boonstra,BJD,2009-04-01,9,1.6,95.122,NA,C.2007.1,FALSE,Cortisol,CB91
15-06,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,22.776,NA,C.LTGrid.2008.14,FALSE,Cortisol,CB325
15-07,Boonstra,BJD,2009-04-01,9,1.6,64.461,NA,C.2007.1,FALSE,Cortisol,CB91
16-07,Boonstra,BJD,2009-04-01,9,1.6,27.773,NA,C.2007.1,FALSE,Cortisol,CB91
17-07,Boonstra,BJD,2009-04-01,9,1.6,12.68,NA,C.2007.1,FALSE,Cortisol,CB91
18-07,Boonstra,BJD,2009-04-01,9,1.6,41.256,NA,C.2007.1,FALSE,Cortisol,CB91
19-07,Boonstra,BJD,2009-04-01,9,1.6,9.428,NA,C.2007.1,FALSE,Cortisol,CB91
2-06,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,38.809,NA,C.LTGrid.2008.14,FALSE,Cortisol,CB325
2-07,Boonstra,BJD,2009-04-01,9,1.6,101.91,NA,C.2007.1,FALSE,Cortisol,CB91
20-07,Boonstra,BJD,2009-04-01,9,1.6,15.719,NA,C.2007.1,FALSE,Cortisol,CB91
21-07,Boonstra,BJD,2009-04-01,9,1.6,35.285,NA,C.2007.1,FALSE,Cortisol,CB91
3-06,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,72.585,NA,C.LTGrid.2008.14,FALSE,Cortisol,CB325
3-07,Boonstra,BJD,2009-04-01,9,1.6,154.39,NA,C.2007.1,FALSE,Cortisol,CB91
4-06,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,70.933,NA,C.LTGrid.2008.14,FALSE,Cortisol,CB325
4-07,Boonstra,BJD,2009-04-01,9,1.6,32.965,NA,C.2007.1,FALSE,Cortisol,CB91
5-06,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,93.57,NA,C.LTGrid.2008.14,FALSE,Cortisol,CB325
5-07,Boonstra,BJD,2009-04-01,9,1.6,67.372,NA,C.2007.1,FALSE,Cortisol,CB91
6-06,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,62.063,NA,C.LTGrid.2008.14,FALSE,Cortisol,CB325
6-07,Boonstra,BJD,2009-04-01,9,1.6,36.998,NA,C.2007.1,FALSE,Cortisol,CB91
7-06,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,59.959,NA,C.LTGrid.2008.14,FALSE,Cortisol,CB325
7-07,Boonstra,BJD,2009-04-01,9,1.6,22.986,NA,C.2007.1,FALSE,Cortisol,CB91
8-06,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,117.341,NA,C.LTGrid.2008.14,FALSE,Cortisol,CB325
8-07,Boonstra,BJD,2009-04-01,9,1.6,28.568,NA,C.2007.1,FALSE,Cortisol,CB91
9-06,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,93.503,NA,C.LTGrid.2008.14,FALSE,Cortisol,CB325
9-07,Boonstra,BJD,2009-04-01,9,1.6,12.625,NA,C.2007.1,FALSE,Cortisol,CB91
108-07,Boonstra,BJD,2011-05-15,32.3333333333333,10,51.184,7.6,C.2011.2,FALSE,Cortisol,CB3210
109-07,Boonstra,BJD,2011-05-15,32.3333333333333,10,34.326,3.7,C.2011.2,FALSE,Cortisol,CB3210
110-07,Boonstra,BJD,2011-05-15,32.3333333333333,10,67.893,1.1,C.2011.2,FALSE,Cortisol,CB3210
122-07,Boonstra,BJD,2011-05-15,32.3333333333333,10,20.351,1.7,C.2011.2,FALSE,Cortisol,CB3210
128-07,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,18.302,NA,C.2007.4,FALSE,Cortisol,CB325
129-07,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,7.104,NA,C.2007.4,FALSE,Cortisol,CB325
130-07,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,7.625,NA,C.2007.4,FALSE,Cortisol,CB325
132-07,Boonstra,BJD,2011-05-15,32.3333333333333,10,70.331,10.3,C.2011.2,FALSE,Cortisol,CB3210
136-07,Boonstra,BJD,2011-05-15,32.3333333333333,10,14.003,5.1,C.2011.2,FALSE,Cortisol,CB3210
138-07,Boonstra,BJD,2011-05-15,32.3333333333333,10,27.491,10.8,C.2011.2,FALSE,Cortisol,CB3210
141-07,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,71.659,NA,C.2007.4,FALSE,Cortisol,CB325
142-07,Boonstra,BJD,2011-05-15,32.3333333333333,10,24.722,16.7,C.2011.2,FALSE,Cortisol,CB3210
147-07,Boonstra,BJD,2011-06-01,32.3333333333333,5.6,14.281,1.5,C.2011.56,FALSE,Cortisol,CB325
148-07,Boonstra,BJD,2011-06-01,32.3333333333333,5.6,15.057,2.4,C.2011.56,FALSE,Cortisol,CB325
149-07,Boonstra,BJD,2011-06-01,32.3333333333333,5.6,10.219,NA,C.2011.56,FALSE,Cortisol,CB325
150-07,Boonstra,BJD,2011-05-15,32.3333333333333,10,34.296,4.1,C.2011.2,FALSE,Cortisol,CB3210
151-07,Boonstra,BJD,2011-06-01,32.3333333333333,5.6,43.489,6.2,C.2011.56,FALSE,Cortisol,CB325
152-07,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,22.741,NA,C.LTGrid.2008.14,FALSE,Cortisol,CB325
153-07,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,50.077,NA,C.LTGrid.2008.14,FALSE,Cortisol,CB325
154-07,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,18.302,NA,C.LTGrid.2008.14,FALSE,Cortisol,CB325
155-07,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,7.104,NA,C.LTGrid.2008.14,FALSE,Cortisol,CB325
156-07,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,7.625,NA,C.LTGrid.2008.14,FALSE,Cortisol,CB325
157-07,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,11.84,NA,C.LTGrid.2008.14,FALSE,Cortisol,CB325
158-07,Boonstra,BJD,2009-04-17,32.3333333333333,5.6,6.772,NA,C.LTGrid.2008.14,FALSE,Cortisol,CB325
22-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,18.939,NA,C.2007.1,FALSE,Cortisol,CB325
23-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,11.715,NA,C.2007.1,FALSE,Cortisol,CB325
24-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,14.033,NA,C.2007.1,FALSE,Cortisol,CB325
25-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,34.628,NA,C.2007.1,FALSE,Cortisol,CB325
26-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,37.247,NA,C.2007.1,FALSE,Cortisol,CB325
27-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,28.71,NA,C.2007.1,FALSE,Cortisol,CB325
28-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,6.433,NA,C.2007.1,FALSE,Cortisol,CB325
29-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,15.775,NA,C.2007.1,FALSE,Cortisol,CB325
30-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,36.48,NA,C.2007.1,FALSE,Cortisol,CB325
31-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,21.672,NA,C.2007.1,FALSE,Cortisol,CB325
32-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,40.082,NA,C.2007.1,FALSE,Cortisol,CB325
33-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,25.121,NA,C.2007.1,FALSE,Cortisol,CB325
34-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,48.954,NA,C.2007.1,FALSE,Cortisol,CB325
35-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,21.883,NA,C.2007.1,FALSE,Cortisol,CB325
36-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,10.439,NA,C.2007.2,FALSE,Cortisol,CB325
37-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,42.66,NA,C.2007.2,FALSE,Cortisol,CB325
38-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,91.121,NA,C.2007.2,FALSE,Cortisol,CB325
39-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,49.466,NA,C.2007.2,FALSE,Cortisol,CB325
40-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,36.198,NA,C.2007.2,FALSE,Cortisol,CB325
41-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,44.911,NA,C.2007.2,FALSE,Cortisol,CB325
42-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,117.042,NA,C.2007.2,FALSE,Cortisol,CB325
43-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,65.144,NA,C.2007.2,FALSE,Cortisol,CB325
44-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,14.963,NA,C.2007.2,FALSE,Cortisol,CB325
45-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,40.029,NA,C.2007.2,FALSE,Cortisol,CB325
46-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,35.512,NA,C.2007.2,FALSE,Cortisol,CB325
47-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,38.345,NA,C.2007.2,FALSE,Cortisol,CB325
48-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,32.832,NA,C.2007.2,FALSE,Cortisol,CB325
49-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,12.722,NA,C.2007.2,FALSE,Cortisol,CB325
50-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,21.116,NA,C.2007.2,FALSE,Cortisol,CB325
51-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,130.349,NA,C.2007.2,FALSE,Cortisol,CB325
52-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,107.087,NA,C.2007.2,FALSE,Cortisol,CB325
53-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,59.152,NA,C.2007.2,FALSE,Cortisol,CB325
54-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,122.701,NA,C.2007.2,FALSE,Cortisol,CB325
55-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,158.109,NA,C.2007.2,FALSE,Cortisol,CB325
56-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,33.692,NA,C.2007.2,FALSE,Cortisol,CB325
57-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,46.545,NA,C.2007.2,FALSE,Cortisol,CB325
58-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,62.617,NA,C.2007.2,FALSE,Cortisol,CB325
59-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,40.253,NA,C.2007.2,FALSE,Cortisol,CB325
60-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,10.628,NA,C.2007.2,FALSE,Cortisol,CB325
61-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,25.909,NA,C.2007.2,FALSE,Cortisol,CB325
62-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,98.4,NA,C.2007.2,FALSE,Cortisol,CB325
63-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,23.284,NA,C.2007.2,FALSE,Cortisol,CB325
64-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,108.317,NA,C.2007.2,FALSE,Cortisol,CB325
65-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,16.905,NA,C.2007.2,FALSE,Cortisol,CB325
66-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,24.975,NA,C.2007.2,FALSE,Cortisol,CB325
67-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,13.43,NA,C.2007.2,FALSE,Cortisol,CB325
68-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,35.477,NA,C.2007.2,FALSE,Cortisol,CB325
69-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,51.073,NA,C.2007.2,FALSE,Cortisol,CB325
70-07,Boonstra,BJD,2009-04-01,32.3333333333333,5.6,19.454,NA,C.2007.2,FALSE,Cortisol,CB325
71-07,Boonstra,BJD,2011-06-01,32.3333333333333,5.6,12.367,NA,C.2011.56,FALSE,Cortisol,CB325
72-07,Boonstra,BJD,2011-06-01,32.3333333333333,5.6,33.61,6.4,C.2011.56,FALSE,Cortisol,CB325
74-07,Boonstra,BJD,2011-06-01,32.3333333333333,5.6,115.035,NA,C.2011.56,FALSE,Cortisol,CB325
75-07,Boonstra,BJD,2011-06-01,32.3333333333333,5.6,17.602,2.7,C.2011.56,FALSE,Cortisol,CB325
85-07,Boonstra,BJD,2011-05-15,32.3333333333333,10,25.756,3.8,C.2011.2,FALSE,Cortisol,CB3210
87-07,Boonstra,BJD,2011-05-15,32.3333333333333,10,54.307,11.7,C.2011.2,FALSE,Cortisol,CB3210
A0009,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,10.818,21.3,C.2011.20,FALSE,Cortisol,CB325
A0042,Boonstra,BJD,2011-05-23,32.3333333333333,5.6,60.779,1.8,C.2011.11,FALSE,Cortisol,CB325
A0046,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,61.771,5.4,C.2011.20,FALSE,Cortisol,CB325
A0064,Boonstra,BJD,2011-05-29,32.3333333333333,5.6,24.393,1.2,C.2011.40,FALSE,Cortisol,CB325
A0066,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,22.279,2.7,C.2011.20,FALSE,Cortisol,CB325
A0097,Boonstra,BJD,2011-05-24,32.3333333333333,5.6,11.695,NA,C.2011.15,FALSE,Cortisol,CB325
A0098,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,96.43,6.2,C.2011.21,FALSE,Cortisol,CB325
A0099,Boonstra,BJD,2011-05-28,32.3333333333333,5.6,5.719,2.5,C.2011.31,FALSE,Cortisol,CB325
A0108,Boonstra,BJD,2011-05-28,32.3333333333333,5.6,29.718,5.9,C.2011.32,FALSE,Cortisol,CB325
A0109,Boonstra,BJD,2011-05-27,32.3333333333333,5.6,36.395,7.5,C.2011.29,FALSE,Cortisol,CB325
A0121,Boonstra,BJD,2011-05-23,32.3333333333333,5.6,38.71,12.5,C.2011.11,FALSE,Cortisol,CB325
A0128,Boonstra,BJD,2011-05-28,32.3333333333333,5.6,19.394,10.3,C.2011.35,FALSE,Cortisol,CB325
A0135,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,134.648,18.9,C.2011.21,FALSE,Cortisol,CB325
A0141,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,19.249,4.3,C.2011.20,FALSE,Cortisol,CB325
A0143,Boonstra,BJD,2011-05-25,32.3333333333333,5.6,18.229,10,C.2011.19,FALSE,Cortisol,CB325
A0147,Boonstra,BJD,2011-05-22,32.3333333333333,5.6,11.6,NA,C.2011.7,FALSE,Cortisol,CB325
A0157,Boonstra,BJD,2011-05-28,32.3333333333333,5.6,12.135,3.3,C.2011.32,FALSE,Cortisol,CB325
A0163,Boonstra,BJD,2011-05-22,32.3333333333333,5.6,27.102,15.2,C.2011.7,FALSE,Cortisol,CB325
A0164,Boonstra,BJD,2011-05-27,32.3333333333333,5.6,18.054,3.7,C.2011.25,FALSE,Cortisol,CB325
A0168,Boonstra,BJD,2011-05-28,32.3333333333333,5.6,118.841,1.1,C.2011.33,FALSE,Cortisol,CB325
A0169,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,47.295,9.2,C.2011.21,FALSE,Cortisol,CB325
A0173,Boonstra,BJD,2011-05-22,32.3333333333333,5.6,29.017,0.5,C.2011.10,FALSE,Cortisol,CB325
A0193,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,26.887,4.8,C.2011.24,FALSE,Cortisol,CB325
A0244,Boonstra,BJD,2011-05-26,32.3333333333333,5.6,12.295,NA,C.2011.20,FALSE,Cortisol,CB325
