poop_id,lab,observer_id,date,dilution,volume_used,concentration,cv,plate_id,is_rerun,hormone,protocol_id
B0850,Dantzer,FVK,2015-11-13,100,10,52.544,1.683,11.13.15.P1,FALSE,Cortisol,CD10010
B1686,Dantzer,FVK,2015-11-10,100,10,9.624,5.312,11.10.15.P4,FALSE,Cortisol,CD10010
H0563,Dantzer,FVK,2015-10-17,100,10,42.511,12.313,10.17.15.P2,FALSE,Cortisol,CD10010
H0576,Dantzer,FVK,2015-10-16,100,10,35.581,2.23,10.16.15.P3,FALSE,Cortisol,CD10010
H0356,Dantzer,FVK,2015-10-16,100,10,12.987,1.29,10.16.15.P3,FALSE,Cortisol,CD10010
K1663,Dantzer,FVK,2016-12-08,100,10,6.459,1.194,12.7.16.P2,FALSE,Cortisol,CD10010
A0749,Dantzer,FVK,2015-11-10,100,10,6.013,35.891,11.10.15.P4,FALSE,Cortisol,CD10010
B0418,Dantzer,FVK,2015-11-12,100,10,2.859,26.017,11.12.15.P2,FALSE,Cortisol,CD10010
B1542,Dantzer,FVK,2015-11-13,100,10,2.79,4.93,11.13.15.P3,FALSE,Cortisol,CD10010
B1687,Dantzer,FVK,2015-11-12,100,10,27.527,11.416,11.12.15.P2,FALSE,Cortisol,CD10010
B2356,Dantzer,FVK,2015-11-13,100,10,10.418,5.851,11.13.15.P4,FALSE,Cortisol,CD10010
H0880,Dantzer,FVK,2015-10-28,100,10,8.687,11.637,10.28.15.P3,FALSE,Cortisol,CD10010
B2918,Dantzer,FVK,2015-11-24,100,10,19.928,1.559,11.24.15.P2,FALSE,Cortisol,CD10010
B2892,Dantzer,FVK,2015-11-24,100,10,19.928,1.559,11.24.15.P2,FALSE,Cortisol,CD10010
H0250,Dantzer,FVK,2015-10-18,100,10,19.982,5.462,10.18.15.P1,FALSE,Cortisol,CD10010
H0258,Dantzer,FVK,2015-10-17,100,10,151.36,12.405,10.17.15.P1,FALSE,Cortisol,CD10010
H0262,Dantzer,FVK,2015-10-17,100,10,35.863,7.698,10.17.15.P2,FALSE,Cortisol,CD10010
H0267,Dantzer,FVK,2015-10-17,100,10,8.533,15.875,10.17.15.P2,FALSE,Cortisol,CD10010
H0269,Dantzer,FVK,2015-10-18,100,10,12.166,8.089,10.18.15.P3,FALSE,Cortisol,CD10010
H0272,Dantzer,FVK,2015-10-17,100,10,15.3,51.996,10.17.15.P1,FALSE,Cortisol,CD10010
H0273,Dantzer,FVK,2015-10-14,100,10,6.23,11.367,10.14.15.P2,FALSE,Cortisol,CD10010
H0274,Dantzer,FVK,2015-10-18,100,10,13.149,5.368,10.18.15.P1,FALSE,Cortisol,CD10010
H0283,Dantzer,FVK,2015-10-18,100,10,6.966,9.572,10.18.15.P3,FALSE,Cortisol,CD10010
H0286,Dantzer,FVK,2015-10-16,100,10,11.115,13.083,10.16.15.P3,FALSE,Cortisol,CD10010
H0306,Dantzer,FVK,2015-10-16,100,10,8.223,7.996,10.16.15.P2,FALSE,Cortisol,CD10010
H0312,Dantzer,FVK,2015-10-16,100,10,19.189,7.837,10.16.15.P1,FALSE,Cortisol,CD10010
H0314,Dantzer,FVK,2015-10-16,100,10,21.8,0.704,10.16.15.P2,FALSE,Cortisol,CD10010
H0315,Dantzer,FVK,2015-10-16,100,10,9.336,3.226,10.16.15.P3,FALSE,Cortisol,CD10010
H0318,Dantzer,FVK,2015-12-17,100,10,16.899,0.118,12.17.15.P3,FALSE,Cortisol,CD10010
H0319,Dantzer,FVK,2015-10-21,100,10,8.229,1.655,10.21.15.P3,FALSE,Cortisol,CD10010
H0321,Dantzer,FVK,2015-10-16,100,10,26.542,2.046,10.16.15.P3,FALSE,Cortisol,CD10010
H0329,Dantzer,FVK,2015-10-16,100,10,8.772,6.316,10.16.15.P3,FALSE,Cortisol,CD10010
H0334,Dantzer,FVK,2015-10-16,100,10,8.303,14.343,10.16.15.P2,FALSE,Cortisol,CD10010
H0344,Dantzer,FVK,2015-10-14,100,10,10.704,3.615,10.14.15.P3,FALSE,Cortisol,CD10010
H0345,Dantzer,FVK,2015-10-20,100,10,10.827,4.228,10.20.15.P2,FALSE,Cortisol,CD10010
H0348,Dantzer,FVK,2015-10-16,100,10,16.062,2.541,10.16.15.P3,FALSE,Cortisol,CD10010
H0350,Dantzer,FVK,2015-10-14,100,10,10.504,67.954,10.14.15.P3,FALSE,Cortisol,CD10010
H0365,Dantzer,FVK,2015-10-31,100,10,14.824,5.75,10.31.15.P3,FALSE,Cortisol,CD10010
H0368,Dantzer,FVK,2015-10-28,100,10,7.425,13.887,10.28.15.P2,FALSE,Cortisol,CD10010
H0372,Dantzer,FVK,2015-10-16,100,10,12.266,5.655,10.16.15.P1,FALSE,Cortisol,CD10010
H0388,Dantzer,FVK,2015-10-16,100,10,9.742,4.064,10.16.15.P1,FALSE,Cortisol,CD10010
H0394,Dantzer,FVK,2015-10-18,100,10,33.13,16.088,10.18.15.P2,FALSE,Cortisol,CD10010
H0397,Dantzer,FVK,2015-10-16,100,10,6.383,0.891,10.16.15.P2,FALSE,Cortisol,CD10010
H0411,Dantzer,FVK,2015-10-31,100,10,28.43,12.727,10.31.15.P3,FALSE,Cortisol,CD10010
H0417,Dantzer,FVK,2015-11-03,100,10,31.861,4.283,11.3.15.P2,FALSE,Cortisol,CD10010
H0421,Dantzer,FVK,2015-10-14,100,10,15.454,1.599,10.14.15.P3,FALSE,Cortisol,CD10010
H0422,Dantzer,FVK,2015-10-21,100,10,13.412,22.112,10.21.15.P3,FALSE,Cortisol,CD10010
H0477,Dantzer,FVK,2015-10-23,100,10,4.698,19.074,10.23.15.P3,FALSE,Cortisol,CD10010
H0487,Dantzer,FVK,2015-11-03,100,10,81.387,2.444,11.3.15.P2,FALSE,Cortisol,CD10010
H0500,Dantzer,FVK,2015-10-17,100,10,13.683,16.852,10.17.15.P1,FALSE,Cortisol,CD10010
H0502,Dantzer,FVK,2015-10-16,100,10,14.669,1.428,10.16.15.P3,FALSE,Cortisol,CD10010
H0506,Dantzer,FVK,2015-10-14,100,10,11.997,1.183,10.14.15.P3,FALSE,Cortisol,CD10010
H0507,Dantzer,FVK,2015-10-17,100,10,17.583,13.894,10.17.15.P2,FALSE,Cortisol,CD10010
H0511,Dantzer,FVK,2015-10-16,100,10,15.43,9.177,10.16.15.P3,FALSE,Cortisol,CD10010
H0516,Dantzer,FVK,2015-10-18,100,10,7.396,3.163,10.18.15.P2,FALSE,Cortisol,CD10010
H0531,Dantzer,FVK,2015-10-16,100,10,20.439,9.331,10.16.15.P2,FALSE,Cortisol,CD10010
H0534,Dantzer,FVK,2015-10-16,100,10,8.649,14.137,10.16.15.P1,FALSE,Cortisol,CD10010
H0542,Dantzer,FVK,2015-11-03,100,10,13.669,28.053,11.3.15.P2,FALSE,Cortisol,CD10010
H0545,Dantzer,FVK,2015-10-16,100,10,3.287,0.5,10.16.15.P1,FALSE,Cortisol,CD10010
H0548,Dantzer,FVK,2015-10-16,100,10,6.161,22.425,10.16.15.P2,FALSE,Cortisol,CD10010
H0561,Dantzer,FVK,2015-10-14,100,10,3.157,43.925,10.14.15.P2,FALSE,Cortisol,CD10010
H0571,Dantzer,FVK,2015-10-16,100,10,18.138,25.891,10.16.15.P3,FALSE,Cortisol,CD10010
H0573,Dantzer,FVK,2015-10-17,100,10,5.559,30.535,10.17.15.P1,FALSE,Cortisol,CD10010
H0574,Dantzer,FVK,2015-10-18,100,10,14.083,5.157,10.18.15.P1,FALSE,Cortisol,CD10010
H0582,Dantzer,FVK,2015-10-21,100,10,13.926,5.77,10.21.15.P3,FALSE,Cortisol,CD10010
H0587,Dantzer,FVK,2015-10-31,100,10,16.026,11.695,10.31.15.P3,FALSE,Cortisol,CD10010
H0596,Dantzer,FVK,2015-10-16,100,10,7.219,15.712,10.16.15.P3,FALSE,Cortisol,CD10010
H0598,Dantzer,FVK,2015-10-16,100,10,8.32,2.653,10.16.15.P2,FALSE,Cortisol,CD10010
H0601,Dantzer,FVK,2015-10-21,100,10,20.504,0.301,10.21.15.P3,FALSE,Cortisol,CD10010
H0611,Dantzer,FVK,2015-10-17,100,10,6.987,27.618,10.17.15.P1,FALSE,Cortisol,CD10010
H0612,Dantzer,FVK,2015-11-03,100,10,35.226,0.549,11.3.15.P2,FALSE,Cortisol,CD10010
H0614,Dantzer,FVK,2015-10-16,100,10,8.841,8.201,10.18.15.P3,FALSE,Cortisol,CD10010
H0619,Dantzer,FVK,2015-10-16,100,10,12.801,8.481,10.16.15.P1,FALSE,Cortisol,CD10010
H0633,Dantzer,FVK,2015-10-17,100,10,5.553,11.395,10.17.15.P2,FALSE,Cortisol,CD10010
H0634,Dantzer,FVK,2015-10-18,100,10,23.085,5.7,10.18.15.P3,FALSE,Cortisol,CD10010
H0636,Dantzer,FVK,2015-10-17,100,10,16.03,3.76,10.17.15.P1,FALSE,Cortisol,CD10010
H0641,Dantzer,FVK,2015-10-16,100,10,8.415,3.309,10.18.15.P1,FALSE,Cortisol,CD10010
H0643,Dantzer,FVK,2015-11-03,100,10,3.349,3.677,11.3.15.P1,FALSE,Cortisol,CD10010
H0647,Dantzer,FVK,2015-10-17,100,10,7.863,21.213,10.17.15.P1,FALSE,Cortisol,CD10010
H0657,Dantzer,FVK,2015-10-16,100,10,12.506,13.037,10.16.15.P3,FALSE,Cortisol,CD10010
H0673,Dantzer,FVK,2015-10-31,100,10,11.315,18.68,10.31.15.P3,FALSE,Cortisol,CD10010
H0678,Dantzer,FVK,2015-10-17,100,10,8.872,18.698,10.17.15.P2,FALSE,Cortisol,CD10010
H0679,Dantzer,FVK,2015-10-17,100,10,41.812,1.04,10.17.15.P1,FALSE,Cortisol,CD10010
H0683,Dantzer,FVK,2015-10-18,100,10,5.077,25.186,10.18.15.P2,FALSE,Cortisol,CD10010
H0684,Dantzer,FVK,2015-10-23,100,10,5.066,1.238,10.23.15.P2,FALSE,Cortisol,CD10010
H0699,Dantzer,FVK,2015-10-20,100,10,14.118,12.876,10.20.15.P2,FALSE,Cortisol,CD10010
H0699,Dantzer,FVK,2015-10-17,100,10,13.762,29.645,10.16.15.P1,FALSE,Cortisol,CD10010
H0708,Dantzer,FVK,2015-10-16,100,10,11.742,3.659,10.16.15.P1,FALSE,Cortisol,CD10010
H0713,Dantzer,FVK,2015-10-23,100,10,16.617,6.855,10.23.15.P2,FALSE,Cortisol,CD10010
H0715,Dantzer,FVK,2015-10-16,100,10,27.222,87.667,10.16.15.P3,FALSE,Cortisol,CD10010
H0724,Dantzer,FVK,2015-10-14,100,10,13.44,1.712,10.14.15.P1,FALSE,Cortisol,CD10010
H0730,Dantzer,FVK,NA,100,10,13.738,5.987,10.16.15.P3,FALSE,Cortisol,CD10010
H0739,Dantzer,FVK,2015-10-17,100,10,7.266,3.985,10.17.15.P2,FALSE,Cortisol,CD10010
H0747,Dantzer,FVK,2015-10-13,100,10,13.708,1.799,10.13.15.P2,FALSE,Cortisol,CD10010
H0749,Dantzer,FVK,2015-10-14,100,10,7.204,3.166,10.14.15.P3,FALSE,Cortisol,CD10010
H0751,Dantzer,FVK,2015-10-14,100,10,12.05,1.495,10.14.15.P1,FALSE,Cortisol,CD10010
H0752,Dantzer,FVK,2015-10-13,100,10,13.328,5.641,10.13.15.P2,FALSE,Cortisol,CD10010
H0772,Dantzer,FVK,2015-10-14,100,10,11.44,6.748,10.14.15.P1,FALSE,Cortisol,CD10010
H0790,Dantzer,FVK,2015-10-17,100,10,16.052,9.509,10.17.15.P2,FALSE,Cortisol,CD10010
H0808,Dantzer,FVK,2015-10-18,100,10,15.541,6.137,10.18.15.P2,FALSE,Cortisol,CD10010
H0811,Dantzer,FVK,2015-10-14,100,10,18.948,8,10.28.15.P2,FALSE,Cortisol,CD10010
H0814,Dantzer,FVK,2015-10-18,100,10,12.141,9.349,10.18.15.P1,FALSE,Cortisol,CD10010
H0829,Dantzer,FVK,2015-10-18,100,10,5.177,12.093,10.18.15.P1,FALSE,Cortisol,CD10010
H0832,Dantzer,FVK,2015-10-16,100,10,24.151,8.409,10.16.15.P1,FALSE,Cortisol,CD10010
H0837,Dantzer,FVK,2015-10-16,100,10,55.089,6.797,10.16.15.P2,FALSE,Cortisol,CD10010
H0841,Dantzer,FVK,2015-10-18,100,10,6.826,0,10.18.15.P2,FALSE,Cortisol,CD10010
H0842,Dantzer,FVK,2015-10-14,100,10,14.784,5.132,10.14.15.P1,FALSE,Cortisol,CD10010
H0844,Dantzer,FVK,2015-10-14,100,10,14.017,0.372,10.14.15.P1,FALSE,Cortisol,CD10010
H0849,Dantzer,FVK,2015-10-17,100,10,8.031,1.942,10.17.15.P1,FALSE,Cortisol,CD10010
H0864,Dantzer,FVK,2015-10-16,100,10,25.934,11.626,10.16.15.P1,FALSE,Cortisol,CD10010
H0865,Dantzer,FVK,2015-10-16,100,10,149.488,18.969,10.16.15.P1,FALSE,Cortisol,CD10010
H0870,Dantzer,FVK,2015-10-18,100,10,5.365,7.484,10.18.15.P1,FALSE,Cortisol,CD10010
H0872,Dantzer,FVK,2015-10-21,100,10,12.953,16.966,10.20.15.P2,FALSE,Cortisol,CD10010
H0876,Dantzer,FVK,2015-10-18,100,10,23.573,13.584,10.18.15.P1,FALSE,Cortisol,CD10010
H0885,Dantzer,FVK,2015-10-21,100,10,24.387,17.178,10.21.15.P1,FALSE,Cortisol,CD10010
H0895,Dantzer,FVK,2015-10-16,100,10,10.935,21.052,10.16.15.P1,FALSE,Cortisol,CD10010
H0897,Dantzer,FVK,2015-10-14,100,10,15.092,6.242,10.14.15.P2,FALSE,Cortisol,CD10010
H0899,Dantzer,FVK,2015-10-23,100,10,24.721,20.558,10.23.15.P2,FALSE,Cortisol,CD10010
H0905,Dantzer,FVK,2015-10-18,100,10,11.088,1.749,10.18.15.P2,FALSE,Cortisol,CD10010
H0907,Dantzer,FVK,2015-10-14,100,10,9.343,25.257,10.14.15.P1,FALSE,Cortisol,CD10010
H0915,Dantzer,FVK,2015-10-14,100,10,17.725,55.601,10.14.15.P1,FALSE,Cortisol,CD10010
H0920,Dantzer,FVK,2015-10-18,100,10,9.495,2.404,10.18.15.P1,FALSE,Cortisol,CD10010
H0922,Dantzer,FVK,2015-10-20,100,10,17.624,15.978,10.20.15.P2,FALSE,Cortisol,CD10010
H0923,Dantzer,FVK,2015-10-18,100,10,27.292,17.114,10.18.15.P2,FALSE,Cortisol,CD10010
H0925,Dantzer,FVK,2015-10-17,100,10,18.62,32.862,10.17.15.P1,FALSE,Cortisol,CD10010
H0948,Dantzer,FVK,2015-10-17,100,10,9.488,55.829,10.17.15.P1,FALSE,Cortisol,CD10010
H0949,Dantzer,FVK,2015-10-16,100,10,17.517,3.662,10.16.15.P2,FALSE,Cortisol,CD10010
H0951,Dantzer,FVK,2015-10-16,100,10,26.534,8.607,10.16.15.P1,FALSE,Cortisol,CD10010
H0957,Dantzer,FVK,2015-10-17,100,10,7.23,12.134,10.18.15.P1,FALSE,Cortisol,CD10010
H0966,Dantzer,FVK,2015-10-28,100,10,73.301,7.55,10.28.15.P2,FALSE,Cortisol,CD10010
H0971,Dantzer,FVK,2015-10-28,100,10,32.408,1.356,10.28.15.P2,FALSE,Cortisol,CD10010
H0972,Dantzer,FVK,2015-10-17,100,10,13.747,22.658,10.17.15.P1,FALSE,Cortisol,CD10010
H0975,Dantzer,FVK,2015-10-14,100,10,5.799,6.1,10.14.15.P1,FALSE,Cortisol,CD10010
H0979,Dantzer,FVK,2015-10-18,100,10,16.786,11.756,10.18.15.P1,FALSE,Cortisol,CD10010
H0982,Dantzer,FVK,2015-10-17,100,10,16.832,12.491,10.17.15.P2,FALSE,Cortisol,CD10010
H0986,Dantzer,FVK,2015-10-17,100,10,23.363,14.916,10.17.15.P2,FALSE,Cortisol,CD10010
H0990,Dantzer,FVK,2015-10-18,100,10,17.671,18.246,10.18.15.P1,FALSE,Cortisol,CD10010
H0994,Dantzer,FVK,2015-10-28,100,10,9.67,20.245,10.28.15.P1,FALSE,Cortisol,CD10010
H1002,Dantzer,FVK,2015-10-18,100,10,7.734,4.274,10.18.15.P2,FALSE,Cortisol,CD10010
H1005,Dantzer,FVK,2015-10-13,100,10,21.927,4.279,10.13.15.P2,FALSE,Cortisol,CD10010
H1017,Dantzer,FVK,2015-10-28,100,10,12.948,3.735,10.28.15.P1,FALSE,Cortisol,CD10010
H1021,Dantzer,FVK,2015-10-18,100,10,40.323,3.427,10.18.15.P2,FALSE,Cortisol,CD10010
H1024,Dantzer,FVK,2015-10-16,100,10,29.231,16.379,10.16.15.P3,FALSE,Cortisol,CD10010
H1028,Dantzer,FVK,2015-10-13,100,10,8.906,0.122,10.13.15.P2,FALSE,Cortisol,CD10010
H1029,Dantzer,FVK,2015-10-13,100,10,9.605,7.665,10.13.15.P2,FALSE,Cortisol,CD10010
H1031,Dantzer,FVK,2015-10-14,100,10,11.847,6.927,10.14.15.P3,FALSE,Cortisol,CD10010
H1043,Dantzer,FVK,2015-10-13,100,10,8.127,2.001,10.13.15.P2,FALSE,Cortisol,CD10010
H1045,Dantzer,FVK,2015-10-23,100,10,26.854,13.373,10.23.15.P3,FALSE,Cortisol,CD10010
H1055,Dantzer,FVK,2015-10-14,100,10,8.714,6.601,10.14.15.P1,FALSE,Cortisol,CD10010
H1056,Dantzer,FVK,2015-10-23,100,10,8.796,10.293,10.23.15.P3,FALSE,Cortisol,CD10010
H1058,Dantzer,FVK,2015-10-14,100,10,8.799,2.616,10.14.15.P2,FALSE,Cortisol,CD10010
H1063,Dantzer,FVK,2015-10-14,100,10,9.062,1.731,10.14.15.P2,FALSE,Cortisol,CD10010
H1066,Dantzer,FVK,2015-10-17,100,10,31.366,8.276,10.17.15.P2,FALSE,Cortisol,CD10010
H1072,Dantzer,FVK,2015-10-14,100,10,7.07,1.116,10.14.15.P2,FALSE,Cortisol,CD10010
H1073,Dantzer,FVK,2015-10-14,100,10,31.074,2.711,10.14.15.P2,FALSE,Cortisol,CD10010
H1081,Dantzer,FVK,2015-10-14,100,10,9.164,0.957,10.14.15.P3,FALSE,Cortisol,CD10010
H1083,Dantzer,FVK,2015-10-14,100,10,6.427,3.18,10.14.15.P3,FALSE,Cortisol,CD10010
H1088,Dantzer,FVK,2015-10-13,100,10,34.027,3.768,10.13.15.P2,FALSE,Cortisol,CD10010
H1090,Dantzer,FVK,2015-10-14,100,10,22.897,6.591,10.14.15.P1,FALSE,Cortisol,CD10010
H1091,Dantzer,FVK,2015-10-13,100,10,10.513,6.577,10.13.15.P2,FALSE,Cortisol,CD10010
H1094,Dantzer,FVK,2015-10-14,100,10,9.108,10.552,10.14.15.P1,FALSE,Cortisol,CD10010
H1097,Dantzer,FVK,2015-10-18,100,10,25.277,11.322,10.18.15.P1,FALSE,Cortisol,CD10010
H1100,Dantzer,FVK,2015-10-14,100,10,23.651,14.384,10.14.15.P1,FALSE,Cortisol,CD10010
H1103,Dantzer,FVK,2015-10-14,100,10,7.947,47.794,10.14.15.P2,FALSE,Cortisol,CD10010
H1104,Dantzer,FVK,2015-10-16,100,10,25.285,5.672,10.16.15.P1,FALSE,Cortisol,CD10010
H1106,Dantzer,FVK,2015-10-28,100,10,57.618,5.874,10.28.15.P1,FALSE,Cortisol,CD10010
H1111,Dantzer,FVK,2015-10-27,100,10,6.434,5.839,10.27.15.P2,FALSE,Cortisol,CD10010
H1112,Dantzer,FVK,2015-10-14,100,10,12.147,2.166,10.14.15.P1,FALSE,Cortisol,CD10010
H1113,Dantzer,FVK,2015-10-14,100,10,10.559,11.04,10.14.15.P2,FALSE,Cortisol,CD10010
H1117,Dantzer,FVK,2015-10-13,100,10,3.833,8.613,10.13.15.P2,FALSE,Cortisol,CD10010
H1117,Dantzer,FVK,2015-10-13,100,10,5.357,5.173,10.13.15.P2,FALSE,Cortisol,CD10010
H1122,Dantzer,FVK,2015-10-14,100,10,12.68,1.952,10.14.15.P2,FALSE,Cortisol,CD10010
H1124,Dantzer,FVK,2015-10-23,100,10,13.774,19.051,10.23.15.P3,FALSE,Cortisol,CD10010
H1130,Dantzer,FVK,2015-10-16,100,10,20.812,12.134,10.16.15.P2,FALSE,Cortisol,CD10010
H1133,Dantzer,FVK,2015-10-13,100,10,17.12,25.466,10.13.15.P2,FALSE,Cortisol,CD10010
H1144,Dantzer,FVK,2015-10-18,100,10,14.436,15.526,10.18.15.P1,FALSE,Cortisol,CD10010
H1155,Dantzer,FVK,2015-10-18,100,10,5.738,4.113,10.18.15.P2,FALSE,Cortisol,CD10010
H1161,Dantzer,FVK,2015-10-14,100,10,8.648,16.437,10.14.15.P2,FALSE,Cortisol,CD10010
H1175,Dantzer,FVK,2015-10-18,100,10,21.502,1.169,10.18.15.P2,FALSE,Cortisol,CD10010
H1180,Dantzer,FVK,2015-10-13,100,10,15.616,21.182,10.13.15.P2,FALSE,Cortisol,CD10010
H1183,Dantzer,FVK,2015-10-16,100,10,19.492,2.756,10.16.15.P2,FALSE,Cortisol,CD10010
H1187,Dantzer,FVK,2015-10-14,100,10,14.784,13.876,10.14.15.P1,FALSE,Cortisol,CD10010
H1188,Dantzer,FVK,2015-10-28,100,10,64.475,11.13,10.28.15.P2,FALSE,Cortisol,CD10010
H1193,Dantzer,FVK,2015-10-14,100,10,15.176,13.836,10.14.15.P3,FALSE,Cortisol,CD10010
H1197,Dantzer,FVK,2015-10-18,100,10,16.007,4.863,10.18.15.P1,FALSE,Cortisol,CD10010
H1199,Dantzer,FVK,2015-10-18,100,10,57.291,16.285,10.18.15.P2,FALSE,Cortisol,CD10010
H1201,Dantzer,FVK,2015-10-23,100,10,35.348,0.22,10.23.15.P3,FALSE,Cortisol,CD10010
H1205,Dantzer,FVK,2015-10-16,100,10,22.832,5.435,10.16.15.P1,FALSE,Cortisol,CD10010
H1210,Dantzer,FVK,2015-10-13,100,10,4.221,1.11,10.13.15.P2,FALSE,Cortisol,CD10010
H1211,Dantzer,FVK,2015-10-17,100,10,2.757,29.733,10.17.15.P2,FALSE,Cortisol,CD10010
H1212,Dantzer,FVK,2015-10-13,100,10,14.767,2.23,10.13.15.P2,FALSE,Cortisol,CD10010
H1218,Dantzer,FVK,2015-10-16,100,10,15.502,18.521,10.16.15.P2,FALSE,Cortisol,CD10010
H1219,Dantzer,FVK,2015-10-14,100,10,6.711,9.814,10.14.15.P3,FALSE,Cortisol,CD10010
H1226,Dantzer,FVK,2015-10-14,100,10,62.09,4.13,10.14.15.P1,FALSE,Cortisol,CD10010
H1227,Dantzer,FVK,2015-10-23,100,10,7.505,27.525,10.23.15.P3,FALSE,Cortisol,CD10010
H1228,Dantzer,FVK,2015-10-28,100,10,6.43,5.598,10.28.15.P4,FALSE,Cortisol,CD10010
H1230,Dantzer,FVK,2015-10-14,100,10,11.237,14.614,10.14.15.P1,FALSE,Cortisol,CD10010
H1233,Dantzer,FVK,2015-10-28,100,10,4.415,43.251,10.28.15.P3,FALSE,Cortisol,CD10010
H1236,Dantzer,FVK,2015-10-18,100,10,20.098,18.098,10.18.15.P3,FALSE,Cortisol,CD10010
H1239,Dantzer,FVK,2015-10-14,100,10,13.338,3.073,10.14.15.P2,FALSE,Cortisol,CD10010
H1240,Dantzer,FVK,2015-10-17,100,10,4.884,9.477,10.17.15.P1,FALSE,Cortisol,CD10010
H1241,Dantzer,FVK,2015-10-14,100,10,5.166,3.038,10.14.15.P2,FALSE,Cortisol,CD10010
H1260,Dantzer,FVK,2015-10-14,100,10,74.566,20.034,10.14.15.P1,FALSE,Cortisol,CD10010
H1283,Dantzer,FVK,2015-10-21,100,10,16.154,18.283,10.21.15.P3,FALSE,Cortisol,CD10010
H1326,Dantzer,FVK,2015-10-17,100,10,5.136,5.959,10.17.15.P2,FALSE,Cortisol,CD10010
H1327,Dantzer,FVK,2015-10-27,100,10,26.049,13.159,10.27.15.P1,FALSE,Cortisol,CD10010
H1346,Dantzer,FVK,2015-10-18,100,10,4.605,40.621,10.18.15.P1,FALSE,Cortisol,CD10010
H1352,Dantzer,FVK,2015-10-14,100,10,6.816,5.46,10.14.15.P2,FALSE,Cortisol,CD10010
H1358,Dantzer,FVK,2015-10-21,100,10,22,12.538,10.21.15.P1,FALSE,Cortisol,CD10010
H1360,Dantzer,FVK,2015-10-21,100,10,12.965,8.099,10.21.15.P3,FALSE,Cortisol,CD10010
H1376,Dantzer,FVK,2015-10-20,100,10,35.736,12.224,10.20.15.P2,FALSE,Cortisol,CD10010
H1392,Dantzer,FVK,2015-10-14,100,10,11.065,4.067,10.14.15.P2,FALSE,Cortisol,CD10010
H1410,Dantzer,FVK,2015-10-17,100,10,2.43,18.795,10.17.15.P1,FALSE,Cortisol,CD10010
H1423,Dantzer,FVK,2015-10-14,100,10,7.73,0.6,10.14.15.P3,FALSE,Cortisol,CD10010
H1426,Dantzer,FVK,2015-10-17,100,10,10.668,24.562,10.17.15.P1,FALSE,Cortisol,CD10010
H1427,Dantzer,FVK,2015-10-21,100,10,43.515,10.923,10.21.15.P3,FALSE,Cortisol,CD10010
H1429,Dantzer,FVK,2015-10-14,100,10,20.679,1.509,10.14.15.P3,FALSE,Cortisol,CD10010
H1433,Dantzer,FVK,2015-10-21,100,10,20.576,14.702,10.21.15.P3,FALSE,Cortisol,CD10010
H1439,Dantzer,FVK,2015-10-17,100,10,11.645,2.092,10.17.15.P2,FALSE,Cortisol,CD10010
H1450,Dantzer,FVK,2015-10-17,100,10,6.416,51.587,10.17.15.P1,FALSE,Cortisol,CD10010
H1460,Dantzer,FVK,2015-10-21,100,10,40.839,11.41,10.21.15.P3,FALSE,Cortisol,CD10010
H1467,Dantzer,FVK,2015-10-14,100,10,10.361,4.771,10.14.15.P1,FALSE,Cortisol,CD10010
H1479,Dantzer,FVK,2015-10-27,100,10,32.631,14.172,10.27.15.P1,FALSE,Cortisol,CD10010
H1491,Dantzer,FVK,2015-10-21,100,10,26.676,18.446,10.21.15.P2,FALSE,Cortisol,CD10010
H1516,Dantzer,FVK,2015-10-18,100,10,16.52,21.488,10.18.15.P2,FALSE,Cortisol,CD10010
H1529,Dantzer,FVK,2015-10-18,100,10,12.347,2.845,10.18.15.P1,FALSE,Cortisol,CD10010
H1530,Dantzer,FVK,2015-10-18,100,10,5.672,1.777,10.18.15.P1,FALSE,Cortisol,CD10010
H1537,Dantzer,FVK,2015-10-21,100,10,27.345,0.308,10.21.15.P3,FALSE,Cortisol,CD10010
H1544,Dantzer,FVK,2015-10-17,100,10,9.979,8.325,10.17.15.P1,FALSE,Cortisol,CD10010
H1559,Dantzer,FVK,2015-10-18,100,10,8.415,9.281,10.18.15.P1,FALSE,Cortisol,CD10010
H1564,Dantzer,FVK,2015-10-18,100,10,7.669,23.416,10.18.15.P2,FALSE,Cortisol,CD10010
H1571,Dantzer,FVK,2015-10-14,100,10,6.832,11.563,10.14.15.P2,FALSE,Cortisol,CD10010
H1579,Dantzer,FVK,2015-10-23,100,10,9.995,12.681,10.23.15.P3,FALSE,Cortisol,CD10010
H1584,Dantzer,FVK,2015-10-14,100,10,10.072,7.52,10.14.15.P1,FALSE,Cortisol,CD10010
H1601,Dantzer,FVK,2015-10-31,100,10,15.001,20.83,10.31.15.P3,FALSE,Cortisol,CD10010
H1621,Dantzer,FVK,2015-10-18,100,10,14.212,8.69,10.18.15.P1,FALSE,Cortisol,CD10010
H1622,Dantzer,FVK,2015-10-13,100,10,22.39,6.694,10.13.15.P2,FALSE,Cortisol,CD10010
H1628,Dantzer,FVK,2015-10-28,100,10,6.959,31.93,10.28.15.P1,FALSE,Cortisol,CD10010
H1629,Dantzer,FVK,2015-10-13,100,10,6.08,54.013,10.13.15.P2,FALSE,Cortisol,CD10010
H1636,Dantzer,FVK,2015-10-23,100,10,22.214,9.332,10.23.15.P3,FALSE,Cortisol,CD10010
